,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,netatalk.csv,fmri-dmt.csv,bibletime.csv,passwordsafe.csv,xmoto.csv,genoviz.csv,miranda.csv
badtrinity-zero.csv,0.01,0.0,0.46,0.68,0.46,0.0,0.7,0.76,0.92,0.94,0.33,0.71,0.73,0.93,0.5,0.8,0.84,0.78,0.6,0.94
bibletime.csv,0.61,0.59,0.85,0.67,0.75,0.62,0.75,0.71,0.5,0.66,0.78,0.64,0.9,0.93,0.67,0.73,0.68,0.58,1.0,0.99
critterding.csv,0.61,0.65,1.0,0.84,0.84,0.6,0.9,0.79,0.89,0.83,0.92,0.71,0.93,0.64,1.0,0.94,0.93,0.78,1.0,0.81
etics.csv,0.41,0.59,0.69,0.35,0.58,0.67,0.15,0.49,0.68,0.66,0.72,0.53,0.8,0.21,0.17,0.56,0.4,0.42,0.8,0.7
fmri-dmt.csv,0.68,0.56,0.69,0.65,0.61,0.95,0.2,0.65,0.48,0.26,0.39,0.56,0.33,0.71,1.0,0.7,0.51,0.58,0.4,0.34
genecys.csv,0.79,0.91,0.69,0.58,0.78,0.52,0.6,0.8,0.77,0.89,0.36,0.8,0.87,0.5,0.83,0.59,0.37,0.58,0.6,0.83
genoviz.csv,0.08,0.26,0.23,0.19,0.27,0.36,0.1,0.14,0.26,0.32,0.42,0.24,0.47,0.21,0.33,0.33,0.12,0.19,1.0,0.26
kftpgrabber.csv,0.05,0.47,0.23,0.32,0.47,0.86,0.1,0.27,0.26,0.66,0.56,0.31,0.83,0.5,0.33,0.65,0.49,0.5,1.0,0.88
kvs.csv,0.34,0.26,0.54,0.39,0.12,0.19,0.75,0.31,0.03,0.32,0.42,0.4,0.2,0.5,0.67,0.17,0.28,0.08,1.0,0.31
mcore3d.csv,0.01,0.38,0.15,0.29,0.73,0.45,0.7,0.33,0.94,0.43,0.53,0.25,0.53,0.43,0.67,0.35,0.46,0.53,1.0,0.42
miranda.csv,0.0,0.0,0.31,0.37,0.21,0.0,0.4,0.41,0.61,0.77,0.0,0.4,0.43,1.0,0.17,0.52,0.72,0.61,0.4,0.73
modplug.csv,0.93,0.91,1.0,0.71,0.95,0.95,0.6,0.92,0.98,0.91,0.97,0.75,1.0,0.93,0.67,0.94,0.88,0.97,1.0,0.97
monetdb.csv,0.45,0.5,0.15,0.33,0.49,0.33,0.05,0.14,0.26,0.64,0.44,0.49,0.7,0.36,0.17,0.09,0.4,0.39,0.4,0.38
netatalk.csv,0.24,0.29,0.85,0.63,0.36,0.55,0.8,0.78,0.85,0.74,0.75,0.64,0.53,0.5,0.83,0.71,0.53,0.53,0.6,0.82
ogrehg.csv,0.27,0.56,0.54,0.44,0.69,0.88,0.2,0.64,0.89,0.7,0.78,0.69,0.7,0.29,0.83,0.58,0.44,0.47,1.0,0.85
passwordsafe.csv,0.65,0.71,1.0,0.66,0.79,0.76,0.35,0.85,0.84,0.79,0.94,0.75,1.0,0.79,0.83,0.95,0.7,0.69,1.0,0.84
projecteqemu.csv,0.75,0.38,0.69,0.37,0.45,0.83,0.1,0.53,0.55,0.57,0.78,0.55,0.63,0.86,1.0,0.61,0.51,0.33,1.0,0.86
reactos-mirror.csv,0.61,0.71,1.0,0.58,0.72,0.71,0.5,0.73,0.74,0.77,0.81,0.73,0.9,1.0,0.67,0.8,0.65,0.72,0.8,1.0
xbplayer.csv,0.27,0.44,0.38,0.39,0.38,0.74,0.2,0.39,0.5,0.53,0.58,0.55,0.9,0.29,0.33,0.44,0.3,0.5,1.0,0.69
xmoto.csv,0.59,0.0,0.46,0.47,0.29,0.45,0.55,0.47,0.53,0.66,0.03,0.47,0.6,1.0,0.33,0.65,0.56,0.72,0.4,0.45
