,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.0,0.41,0.0,0.26,0.41,0.89,0.28,0.53,0.19,0.24
array4j.csv,0.0,0.32,0.97,0.4,0.17,0.21,0.39,0.3,0.4,0.53
beast-mcmc.csv,0.07,0.95,0.21,0.51,0.54,0.35,0.28,0.43,0.23,0.46
continuum-ide.csv,0.0,0.17,0.0,1.0,0.15,0.21,0.05,0.24,0.07,0.08
jam-daq.csv,0.14,0.53,0.12,0.19,0.99,0.22,0.29,0.5,0.32,0.22
l2j.csv,0.03,0.41,0.36,0.44,0.59,0.3,0.4,0.65,0.3,1.0
nodal.csv,0.0,0.36,0.32,0.14,0.34,0.31,0.98,0.24,0.31,0.16
projectfactory.csv,0.0,0.46,0.33,0.52,0.43,0.33,0.34,0.99,0.31,0.5
roolo.csv,0.0,0.34,0.31,0.14,0.17,0.16,0.27,0.29,1.0,0.25
