,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.0,0.43,0.0,0.32,0.35,0.84,0.2,0.53,0.18,0.17
array4j.csv,0.0,0.33,0.95,0.53,0.13,0.33,0.56,0.25,0.35,0.44
beast-mcmc.csv,0.93,0.93,0.29,0.64,0.52,0.55,0.2,0.4,0.23,0.36
continuum-ide.csv,0.0,0.17,0.0,1.0,0.11,0.23,0.05,0.18,0.06,0.05
jam-daq.csv,0.97,0.55,0.14,0.21,1.0,0.28,0.38,0.43,0.29,0.16
l2j.csv,0.77,0.54,0.53,0.48,0.63,0.62,0.45,0.66,0.37,0.99
nodal.csv,0.0,0.37,0.56,0.14,0.31,0.42,0.97,0.18,0.34,0.11
projectfactory.csv,0.0,0.63,0.58,0.64,0.44,0.66,0.46,1.0,0.4,0.4
roolo.csv,0.0,0.33,0.51,0.14,0.13,0.22,0.34,0.25,1.0,0.18
