,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,104.0,0.0,78.0,8.0,2.0,0.0,2.0,0.0,6.0,0.0
array4j.csv,104.0,6.0,0.0,5.0,2.0,20.0,0.0,1.0,1.0,2.0
beast-mcmc.csv,20.0,0.0,1.0,6.0,3.0,5.0,0.0,0.0,0.0,1.0
continuum-ide.csv,104.0,1.0,78.0,0.0,1.0,7.0,8.0,0.0,1.0,1.0
jam-daq.csv,12.0,5.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,5.0
l2j.csv,43.0,22.0,0.0,5.0,3.0,6.0,3.0,0.0,0.0,0.0
nodal.csv,104.0,14.0,11.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0
projectfactory.csv,104.0,11.0,5.0,3.0,0.0,5.0,1.0,0.0,6.0,0.0
roolo.csv,104.0,11.0,11.0,10.0,4.0,4.0,0.0,1.0,0.0,3.0
