,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.15,0.2,0.16,0.41,0.17,0.0,0.03,0.37,0.22,0.09
array4j.csv,0.33,0.19,0.0,0.49,0.17,0.28,0.48,0.16,0.11,0.29
beast-mcmc.csv,0.26,0.01,0.29,0.38,0.28,0.28,0.03,0.28,0.3,0.18
continuum-ide.csv,0.22,0.17,0.13,0.0,0.09,0.13,0.27,0.12,0.22,0.05
jam-daq.csv,0.12,0.14,0.22,0.28,0.02,0.19,0.4,0.14,0.16,0.12
l2j.csv,0.6,0.76,0.33,0.82,0.57,0.53,0.84,0.63,0.54,0.0
nodal.csv,0.27,0.16,0.59,0.23,0.24,0.2,0.0,0.09,0.35,0.05
projectfactory.csv,0.51,0.41,0.54,0.72,0.54,0.66,0.4,0.02,0.62,0.17
roolo.csv,0.16,0.15,0.43,0.26,0.15,0.24,0.33,0.19,0.0,0.17
