,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,0.0,0.39,0.0,0.29,0.31,0.81,0.17,0.51,0.15,0.14
array4j.csv,0.0,0.29,0.94,0.53,0.11,0.29,0.57,0.21,0.3,0.4
beast-mcmc.csv,1.0,0.92,0.25,0.65,0.49,0.52,0.17,0.36,0.2,0.32
continuum-ide.csv,0.0,0.14,0.0,1.0,0.09,0.19,0.04,0.15,0.05,0.04
jam-daq.csv,1.0,0.5,0.12,0.18,1.0,0.24,0.35,0.38,0.25,0.13
l2j.csv,1.0,0.79,0.5,0.82,0.71,0.67,0.83,0.82,0.35,0.99
nodal.csv,0.0,0.32,0.62,0.12,0.27,0.38,0.96,0.15,0.3,0.09
projectfactory.csv,0.0,0.64,0.62,0.94,0.44,0.86,0.43,1.0,0.4,0.35
roolo.csv,0.0,0.29,0.5,0.12,0.11,0.19,0.3,0.21,1.0,0.15
