,array4j.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,mediate.csv,tmva.csv,freedom-erp.csv,jgossipforum.csv,joustsim.csv,madman.csv,synecdoche.csv,emono.csv
array4j.csv,0.33,0.53,0.5,0.84,0.61,1.0,0.08,0.63,0.45,0.53,0.16,0.12,0.14
emono.csv,0.87,0.95,0.75,0.95,0.73,0.77,0.73,0.97,0.84,1.0,0.51,0.77,0.36
freedom-erp.csv,0.13,0.28,0.16,0.08,0.05,0.0,0.03,0.31,0.01,0.18,0.14,0.16,0.17
haggle.csv,0.35,0.17,0.32,0.1,0.39,0.1,0.15,0.0,0.03,0.12,0.14,0.07,0.07
jbpm.csv,0.16,0.14,0.03,0.03,0.0,0.0,0.0,0.09,0.0,0.17,0.02,0.0,0.0
jgossipforum.csv,0.56,0.23,0.19,0.5,0.2,0.3,0.17,0.04,0.06,0.02,0.27,0.53,0.19
joustsim.csv,0.46,0.34,0.35,0.89,0.51,0.1,0.77,0.3,0.24,0.13,0.59,0.88,0.57
log4net.csv,0.41,0.18,0.11,0.16,0.1,0.57,0.17,0.27,0.01,0.28,0.27,0.02,0.14
madman.csv,0.67,0.35,0.29,0.42,0.22,0.23,0.2,0.03,0.49,0.12,0.2,0.35,0.26
mediate.csv,0.92,0.59,0.47,0.39,0.2,0.4,0.08,0.21,0.47,0.42,0.12,0.26,0.1
pustefix.csv,0.14,0.19,0.27,0.23,0.27,0.1,0.53,0.06,0.21,0.05,0.59,0.37,0.4
synecdoche.csv,0.29,0.56,0.44,0.52,0.12,0.47,0.25,0.8,0.48,0.72,0.9,0.26,0.98
tmva.csv,0.84,0.98,0.69,0.66,0.68,1.0,0.35,1.0,0.8,1.0,0.53,0.21,0.33
