,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.0,0.59,0.05,0.64,0.69,0.72,0.48,0.31,0.44,0.26,0.7,0.39,0.61,0.52,0.46,0.13
betoffice.csv,0.53,0.34,0.42,0.38,0.0,0.44,0.17,0.6,0.28,0.39,0.44,0.38,0.38,0.2,0.35,0.73
bionote.csv,0.48,0.77,0.34,0.31,0.32,0.11,0.15,0.42,0.45,0.31,0.38,0.53,0.76,0.67,0.47,0.42
bnetd.csv,0.3,0.0,0.38,0.4,0.42,0.47,0.45,0.0,0.63,0.46,0.74,0.0,0.63,0.7,0.43,0.2
emisview.csv,0.3,0.0,0.06,0.5,0.45,0.63,0.2,0.13,0.5,0.01,0.3,0.41,0.53,0.55,0.4,0.11
findbugs.csv,0.0,0.69,0.0,0.27,0.31,0.2,0.65,0.62,0.63,0.09,0.52,0.26,0.53,0.43,0.66,0.61
hazelcast.csv,0.47,0.64,0.63,0.62,0.96,0.38,0.53,0.6,0.44,0.54,0.64,0.64,0.56,0.67,0.44,0.68
jitterbit.csv,0.0,0.73,0.54,0.71,0.75,0.6,0.38,0.19,0.71,0.21,0.13,0.46,0.59,0.65,0.66,0.06
jppf-project.csv,0.26,0.42,0.52,0.31,0.51,0.31,0.56,0.48,0.43,0.36,0.46,0.71,0.51,0.56,0.53,0.35
kolmafia.csv,0.3,0.0,0.13,0.69,0.61,0.45,0.47,0.0,0.67,0.55,0.74,0.57,0.64,0.77,0.31,0.61
megasquirtavr.csv,0.53,0.0,0.55,0.3,0.0,0.41,0.59,0.5,0.54,0.18,0.0,0.51,0.34,0.29,0.42,0.27
qedo.csv,0.28,0.26,0.18,0.3,0.19,0.2,0.18,0.35,0.25,0.54,0.41,0.38,0.28,0.32,0.17,0.77
trackit.csv,0.09,0.0,0.06,0.37,0.29,0.33,0.65,0.0,0.16,0.49,0.24,0.0,0.0,0.02,0.17,0.06
wxlua.csv,0.35,0.34,0.5,0.39,0.2,0.2,0.47,0.09,0.52,0.56,0.28,0.36,0.49,0.38,0.41,0.47
x4x.csv,0.7,0.55,0.64,0.53,0.42,0.3,0.52,0.45,0.57,0.46,0.69,0.42,0.27,0.42,0.55,0.3
xharbour.csv,0.29,0.79,0.69,0.69,0.71,0.54,0.73,0.52,0.63,0.54,0.35,0.38,0.76,0.69,0.61,0.33
