,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,379.0,98.5,292.5,522.0,196.5,97.5,97.5,751.0,99.0,96.5,98.5,99.0,380.0,98.5,192.0,99.0
betoffice.csv,87.5,97.5,391.5,285.5,99.0,196.0,97.5,616.5,679.5,96.5,98.5,99.0,1074.5,98.5,194.0,99.0
bionote.csv,284.5,98.5,95.5,185.0,79.5,170.0,97.5,656.5,99.0,94.5,98.5,98.5,494.0,95.5,95.5,99.0
bnetd.csv,379.0,98.5,292.5,280.5,99.0,398.0,97.5,846.5,99.0,96.5,98.5,99.0,286.5,98.5,291.5,99.0
emisview.csv,91.5,0.0,75.0,187.0,93.5,576.5,97.5,327.0,99.0,24.5,279.5,97.5,393.5,98.5,95.5,99.0
findbugs.csv,379.0,98.5,390.5,185.0,99.0,789.0,95.5,556.0,99.0,60.5,186.0,98.5,92.5,93.5,291.5,98.5
hazelcast.csv,284.5,98.5,95.5,379.0,97.5,196.0,97.5,566.0,99.0,96.5,98.5,98.5,1259.5,98.5,291.5,99.0
jitterbit.csv,379.0,98.5,178.0,280.5,196.5,196.0,94.5,371.0,99.0,94.5,375.0,98.5,380.0,98.5,291.5,745.0
jppf-project.csv,281.5,97.5,391.5,519.0,99.0,1748.5,95.5,1220.0,99.0,192.0,281.5,99.0,189.0,98.5,291.5,94.5
kolmafia.csv,379.0,98.5,292.5,379.0,97.5,196.0,97.5,846.5,99.0,96.5,98.5,99.0,380.0,98.5,291.5,99.0
megasquirtavr.csv,377.0,98.5,292.5,1100.5,99.0,1726.5,95.5,675.0,99.0,94.5,98.5,99.0,286.5,189.0,290.5,99.0
qedo.csv,186.0,80.5,1429.0,928.5,177.0,97.5,227.0,601.5,99.0,194.0,98.5,99.0,92.5,97.5,314.5,98.5
trackit.csv,72.5,0.0,610.0,729.5,193.5,1393.5,95.5,0.0,670.0,192.0,554.5,0.0,325.5,172.0,202.5,94.5
wxlua.csv,377.0,98.5,291.5,185.0,99.0,335.0,95.5,275.5,99.0,96.5,98.5,98.5,186.0,93.5,94.5,99.0
x4x.csv,282.5,98.5,292.5,423.5,295.5,224.5,97.5,1226.0,99.0,96.5,98.5,90.5,776.0,192.0,192.0,99.0
xharbour.csv,282.5,98.5,293.0,185.0,295.5,1793.0,97.5,371.0,99.0,194.0,279.5,90.5,186.0,98.5,291.5,99.0
