,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.25,0.16,0.0,0.76,0.28,0.12
arsenal-1.csv,0.32,0.11,0.65,0.06,0.1,0.54
barracudamvc.csv,0.74,0.53,0.13,0.23,0.09,0.42
mevenide.csv,0.5,0.41,0.18,0.06,0.1,0.78
mumble.csv,0.59,0.32,0.43,0.17,0.83,0.27
openintents.csv,0.47,0.65,0.42,0.55,0.31,0.35
