,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.41,0.48,0.22,0.31,0.51,0.8,0.23,0.57,0.65,0.39,0.95,0.12
archive-crawler.csv,0.59,0.33,0.44,0.12,0.54,0.57,0.58,0.45,0.33,1.0,0.14,0.38
blue-c.csv,0.79,0.63,0.67,0.25,0.89,0.9,0.52,0.6,0.7,0.43,0.62,0.55
dynalloy.csv,0.72,0.96,1.0,0.44,0.94,0.83,0.85,0.83,0.55,0.91,0.76,0.67
jcae.csv,0.28,0.04,1.0,0.0,0.0,0.23,0.18,0.05,0.08,0.26,0.1,0.0
kmatplot.csv,0.97,0.21,0.22,0.62,0.2,0.3,0.21,0.07,0.33,0.3,0.14,0.5
mscore.csv,0.66,0.54,0.89,0.25,0.49,0.6,0.98,0.57,0.69,0.61,0.67,0.81
nosleepsoftware.csv,0.45,0.08,1.0,0.88,0.31,0.17,0.54,0.19,0.22,0.35,0.43,0.55
openmalaria.csv,0.86,0.58,1.0,0.69,0.57,0.53,0.72,0.93,0.48,0.65,0.9,0.69
popeye-chess.csv,0.69,0.44,0.56,0.06,0.91,0.67,0.46,0.64,0.47,0.91,0.62,0.67
riff-evolve.csv,0.76,0.38,0.89,0.56,0.57,0.6,0.54,0.45,0.95,0.48,0.76,0.69
virtuoso.csv,1.0,0.9,1.0,1.0,0.51,1.0,0.98,0.93,0.97,0.91,0.95,0.88
