,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.43,0.43,0.18,0.45,0.39,0.68,0.22,0.63,0.66,0.47,0.0,0.01
archive-crawler.csv,0.25,0.21,0.24,0.43,0.2,0.16,0.44,0.24,0.23,0.0,0.13,0.21
blue-c.csv,0.7,0.41,0.22,0.38,0.64,0.0,0.19,0.39,0.53,0.42,0.27,0.56
dynalloy.csv,0.4,0.01,1.0,0.81,0.73,0.92,0.84,0.92,0.31,0.93,0.4,0.76
jcae.csv,0.1,0.08,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.15,0.07,0.0
kmatplot.csv,0.0,0.25,0.23,0.34,0.48,0.16,0.18,0.04,0.22,0.18,0.1,0.44
mscore.csv,0.5,0.46,0.61,0.43,0.16,0.16,0.0,0.25,0.38,0.51,0.77,0.58
nosleepsoftware.csv,0.17,0.25,0.51,0.0,0.18,0.44,0.22,0.1,0.08,0.42,0.43,0.36
openmalaria.csv,0.54,0.62,0.78,0.36,0.14,0.2,0.49,0.02,0.55,0.58,0.8,0.62
popeye-chess.csv,0.86,0.4,0.16,0.43,0.0,0.24,0.21,0.43,0.38,0.73,0.73,0.41
riff-evolve.csv,0.43,0.4,0.63,0.23,0.09,0.24,0.26,0.14,0.02,0.6,0.53,0.55
virtuoso.csv,0.94,0.93,0.87,0.98,0.18,1.0,0.91,0.94,0.98,0.85,0.67,0.0
