,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.76,0.81,0.94,0.96,0.83,0.56,0.98,0.57,0.62,0.69,0.65,0.86
archive-crawler.csv,0.61,0.75,0.78,0.59,0.57,0.43,0.51,0.61,0.75,0.74,0.86,0.61
blue-c.csv,0.44,0.61,0.7,0.91,0.59,0.52,0.53,0.58,0.64,0.55,0.57,0.57
dynalloy.csv,0.56,0.73,0.3,0.51,0.6,0.48,0.46,0.45,0.63,0.38,0.5,0.45
jcae.csv,0.81,0.89,0.89,0.0,0.0,0.71,0.96,0.67,0.88,0.71,0.75,0.0
kmatplot.csv,0.86,0.97,0.75,0.73,0.89,0.92,0.9,0.8,0.88,0.76,0.83,0.41
mscore.csv,0.49,0.51,0.38,0.5,0.5,0.41,0.47,0.49,0.54,0.38,0.35,0.37
nosleepsoftware.csv,0.54,0.7,0.35,0.71,0.68,0.81,0.43,0.92,0.74,0.39,0.36,0.37
openmalaria.csv,0.43,0.43,0.3,0.39,0.42,0.48,0.42,0.5,0.41,0.36,0.33,0.34
popeye-chess.csv,0.41,0.54,0.83,0.67,0.53,0.42,0.54,0.51,0.63,0.34,0.31,0.46
riff-evolve.csv,0.49,0.55,0.33,0.55,0.54,0.62,0.45,0.62,0.56,0.39,0.41,0.37
virtuoso.csv,0.37,0.42,0.33,0.42,0.54,0.42,0.41,0.41,0.43,0.38,0.38,0.84
