,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.25,0.47,0.02,0.11,0.69,0.65
minig.csv,0.09,0.51,0.7,0.05,0.3,0.16
ossbuild.csv,0.3,0.65,0.46,0.73,0.56,0.72
rezilla.csv,0.74,0.31,0.24,0.25,0.61,0.4
rocrail.csv,0.19,0.59,0.41,0.21,0.46,0.84
webdriver.csv,0.19,0.74,0.5,0.0,0.6,0.73
