,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,kmess.csv,rocrail.csv
kmess.csv,0.12,0.11,0.03,0.0,0.47,0.31
minig.csv,0.98,0.57,0.29,0.99,0.91,0.64
ossbuild.csv,0.2,0.31,0.34,0.21,0.4,0.42
rezilla.csv,0.25,0.22,0.06,0.32,0.65,0.88
rocrail.csv,0.05,0.7,0.87,0.59,0.33,0.25
webdriver.csv,0.18,0.24,0.66,0.0,0.36,0.28
