,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.82,0.75,0.49,0.13,0.62,0.3,0.67,0.59,0.25,0.6,0.63,0.82,0.75,0.71,0.83,0.71,0.67
dynalloy.csv,0.52,0.49,0.77,0.56,0.14,0.0,0.69,0.39,0.65,0.62,0.43,0.47,0.48,0.55,0.31,0.5,0.56
enzo.csv,0.7,0.71,0.62,0.36,0.51,0.3,0.53,0.7,0.33,0.55,0.61,0.83,0.32,0.62,0.6,0.69,0.65
hydrogen.csv,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.63
jcae.csv,0.0,0.32,0.18,0.95,0.0,0.3,0.34,0.55,0.0,0.11,0.28,0.01,0.41,0.63,0.78,0.07,0.0
kmatplot.csv,0.2,0.76,0.4,0.67,0.38,0.71,0.38,0.6,0.04,0.0,0.26,0.0,0.65,0.48,0.67,0.23,0.47
lphant.csv,0.61,0.61,0.49,0.17,0.55,0.13,0.64,0.7,0.35,0.66,0.55,0.61,0.69,0.72,0.78,0.71,0.65
natpad.csv,0.8,0.84,0.6,0.0,0.49,0.3,0.7,0.73,0.21,0.54,0.0,0.45,0.67,0.72,0.61,0.61,0.7
nosleepsoftware.csv,0.55,0.09,0.02,0.0,0.71,0.0,0.04,0.0,0.04,0.0,0.02,0.23,0.06,0.13,0.27,0.31,0.09
ossbuild.csv,0.2,0.61,0.67,0.61,0.0,0.19,0.69,0.78,0.73,0.65,0.5,0.21,0.64,0.65,0.76,0.3,0.37
quarkplayer.csv,0.29,0.44,0.2,0.25,0.0,0.56,0.26,0.14,0.54,0.73,0.24,0.42,0.17,0.19,0.0,0.16,0.33
quickfast.csv,0.48,0.49,0.39,0.58,0.81,0.19,0.28,0.7,0.47,0.53,0.47,0.0,0.47,0.23,0.7,0.77,0.5
rezilla.csv,0.41,0.62,0.38,0.64,0.51,0.7,0.28,0.73,0.28,0.11,0.54,0.06,0.16,0.43,0.3,0.71,0.24
rhex.csv,0.88,0.42,0.31,0.37,0.69,0.19,0.37,0.6,0.0,0.4,0.3,0.27,0.06,0.48,0.61,0.36,0.0
rocrail.csv,0.47,0.64,0.45,0.69,0.49,0.19,0.2,0.6,0.19,0.4,0.61,0.46,0.59,0.32,0.85,0.39,0.7
virtuoso.csv,0.48,0.59,0.05,0.17,0.0,0.09,0.24,0.37,0.0,0.41,0.43,0.0,0.24,0.36,0.17,0.27,0.0
yield.csv,0.51,0.71,0.4,0.0,0.57,0.25,0.73,0.63,0.43,0.7,0.52,0.67,0.65,0.69,0.72,0.6,0.69
