,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.39,0.41,0.35,0.29,0.32,0.78,0.39,0.45,0.31,0.38,0.32,0.34,0.36,0.4,0.32,0.32,0.34
dynalloy.csv,0.57,0.45,0.63,0.59,0.74,0.36,0.54,0.57,0.77,0.53,0.71,0.5,0.38,0.49,0.88,0.63,0.57
enzo.csv,0.4,0.46,0.41,0.29,0.4,0.9,0.41,0.52,0.34,0.39,0.33,0.35,0.34,0.35,0.43,0.33,0.37
hydrogen.csv,0.45,0.36,0.39,0.3,0.43,0.0,0.44,0.55,0.42,0.4,0.39,0.43,0.35,0.38,0.42,0.35,0.39
jcae.csv,0.67,0.66,0.83,0.58,0.73,0.73,0.75,0.64,0.0,0.95,0.93,0.0,0.75,0.44,0.35,0.86,0.0
kmatplot.csv,0.86,0.48,0.53,0.4,0.38,0.41,0.68,0.58,0.93,0.8,0.4,0.0,0.35,0.51,0.38,0.91,0.48
lphant.csv,0.41,0.48,0.36,0.28,0.32,0.67,0.44,0.55,0.31,0.43,0.34,0.36,0.43,0.32,0.33,0.3,0.33
natpad.csv,0.42,0.44,0.44,0.3,0.41,0.67,0.47,0.46,0.42,0.46,0.39,0.41,0.38,0.36,0.47,0.32,0.36
nosleepsoftware.csv,0.93,0.5,0.8,0.5,0.58,0.0,0.83,0.0,0.83,0.88,0.86,0.95,0.67,0.93,0.85,0.92,0.95
ossbuild.csv,0.94,0.5,0.56,0.92,0.76,0.91,0.48,0.59,0.99,0.57,0.86,0.9,0.38,0.4,0.44,0.88,0.77
quarkplayer.csv,0.94,0.68,0.89,0.79,0.9,0.47,0.96,0.94,0.57,0.93,0.81,0.77,0.9,0.92,0.8,0.89,0.74
quickfast.csv,0.44,0.64,0.49,0.31,0.54,0.8,0.84,0.55,0.38,0.49,0.61,0.42,0.36,0.39,0.42,0.36,0.42
rezilla.csv,0.45,0.48,0.46,0.44,0.45,0.57,0.82,0.57,0.51,0.63,0.4,0.83,0.74,0.64,0.43,0.36,0.78
rhex.csv,0.5,0.59,0.98,0.71,0.44,0.75,0.64,0.54,0.0,0.53,0.61,0.8,0.0,0.57,0.41,0.61,0.0
rocrail.csv,0.61,0.48,0.5,0.42,0.53,0.75,0.92,0.54,0.43,0.53,0.37,0.49,0.5,0.92,0.39,0.65,0.35
virtuoso.csv,0.46,0.46,0.39,0.31,0.43,0.36,0.47,0.53,0.0,0.44,0.78,0.43,0.37,0.43,0.43,0.92,0.0
yield.csv,0.42,0.4,0.41,0.3,0.35,0.89,0.47,0.54,0.36,0.42,0.35,0.38,0.33,0.36,0.36,0.4,0.39
