,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.31,0.7,0.35,0.42,0.35,0.45,0.3,0.41,0.35,0.95
freedom-erp.csv,0.5,0.67,0.8,0.88,0.5,0.37,0.34,0.0,0.8,0.0
jahshaka.csv,0.47,0.53,0.52,0.58,0.52,0.61,0.5,0.39,0.52,0.49
jmoney.csv,0.35,0.47,0.43,0.42,0.38,0.36,0.68,0.36,0.39,0.42
reaper3d.csv,0.42,0.75,0.53,0.53,0.66,0.61,0.37,0.35,0.38,0.51
sblim.csv,0.42,0.64,0.36,0.61,0.8,0.8,0.93,0.36,0.43,0.94
swtfox.csv,0.92,0.9,0.57,0.97,0.73,0.93,0.96,0.8,0.67,0.48
tart.csv,0.47,0.89,0.4,0.46,0.54,0.71,0.5,0.88,0.63,0.57
