,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,4536.5,805.0,97.5,384.0,97.5,97.5,585.5,2629.0,1470.0,969.5
freedom-erp.csv,84.0,242.5,84.5,239.5,837.0,97.5,288.5,0.0,342.5,0.0
jahshaka.csv,98.5,312.0,97.5,1901.5,98.5,97.5,680.0,1523.5,2179.5,2216.0
jmoney.csv,2743.5,287.0,97.5,384.0,98.5,97.5,388.5,941.0,910.5,1341.0
reaper3d.csv,98.5,235.5,97.5,189.0,98.5,94.5,387.0,2518.5,1009.0,1611.0
sblim.csv,1775.5,813.0,97.5,284.5,97.5,80.5,388.5,2942.0,364.0,855.5
swtfox.csv,98.5,991.5,97.5,90.5,98.5,92.5,520.0,1254.0,1281.0,3718.5
tart.csv,2862.5,215.5,97.5,384.0,98.5,97.5,92.5,252.0,85.5,2067.5
