,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.88,0.39,0.39,0.69,0.86,0.0,0.9,0.83,0.93,0.19
freedom-erp.csv,0.02,0.04,0.05,0.06,0.51,0.25,0.39,0.0,0.06,0.0
jahshaka.csv,0.44,0.2,0.49,0.58,0.31,0.25,0.43,0.59,0.46,0.46
jmoney.csv,0.61,0.2,0.15,0.65,0.46,0.0,0.17,0.42,0.43,0.33
reaper3d.csv,0.63,0.14,0.41,0.54,0.26,0.0,0.7,0.78,0.49,0.35
sblim.csv,0.43,0.55,0.34,0.17,0.05,0.0,0.13,0.93,0.64,0.16
swtfox.csv,0.12,0.31,0.66,0.27,0.28,0.75,0.19,0.34,0.37,0.74
tart.csv,0.6,0.14,0.76,0.24,0.54,0.5,0.01,0.14,0.25,0.38
