,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,7.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,8.0,2.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,6.0
bulmages.csv,2.0,0.0,199.0,2.0,2.0,0.0,2.0,63.0,1.0,3.0,0.0,0.0,0.0,81.0,74.0,0.0,0.0,3.0,2.0
forester-atv.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,57.0,1.0,100.0,0.0,0.0,74.0,0.0,1.0,0.0,65.0
google-collections.csv,3.0,0.0,1.0,4.0,3.0,1.0,9.0,2.0,1.0,18.0,2.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,10.0
hannosset.csv,1.0,0.0,0.0,2.0,0.0,0.0,21.0,2.0,0.0,3.0,0.0,100.0,1.0,0.0,0.0,1.0,1.0,6.0,11.0
jbpm.csv,3.0,0.0,1.0,2.0,3.0,7.0,1.0,2.0,0.0,57.0,1.0,0.0,0.0,1.0,74.0,85.0,1.0,2.0,4.0
mevenide.csv,5.0,0.0,0.0,3.0,5.0,1.0,7.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0
nassp.csv,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,100.0,0.0,2.0,1.0,6.0,2.0,1.0,12.0
open-media-library.csv,9.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,9.0,1.0,1.0,0.0,12.0
opendvr.csv,3.0,0.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,17.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0
openefm.csv,3.0,0.0,1.0,6.0,3.0,0.0,9.0,2.0,0.0,8.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,4.0,7.0
oppna-program-hsatools.csv,3.0,0.0,1.0,0.0,3.0,5.0,59.0,2.0,1.0,13.0,0.0,7.0,0.0,1.0,16.0,1.0,0.0,0.0,52.0
paintown.csv,0.0,0.0,4.0,6.0,3.0,2.0,31.0,1.0,1.0,7.0,0.0,9.0,1.0,0.0,3.0,8.0,5.0,0.0,33.0
projectfactory.csv,5.0,0.0,0.0,0.0,7.0,4.0,10.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,74.0,2.0,0.0,10.0,32.0
smbopensoft.csv,6.0,0.0,0.0,2.0,1.0,1.0,46.0,0.0,1.0,0.0,1.0,100.0,1.0,0.0,9.0,1.0,1.0,0.0,15.0
st-filteredstatistics.csv,11.0,0.0,0.0,0.0,1.0,1.0,51.0,1.0,1.0,11.0,1.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,24.0
thedata.csv,2.0,0.0,1.0,2.0,3.0,7.0,127.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0
trackit.csv,3.0,0.0,1.0,1.0,6.0,11.0,38.0,0.0,10.0,15.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,65.0
wxstudio.csv,1.0,0.0,1.0,1.0,0.0,12.0,5.0,1.0,1.0,5.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,4.0
