,paintown.csv,google-collections.csv,smbopensoft.csv,open-media-library.csv,forester-atv.csv,openefm.csv,badtrinitycore.csv,trackit.csv,jbpm.csv,nassp.csv,oppna-program-hsatools.csv,bulmages.csv,st-filteredstatistics.csv,projectfactory.csv,hannosset.csv,wxstudio.csv,opendvr.csv,mevenide.csv,thedata.csv
badtrinitycore.csv,0.9,0.91,0.97,0.86,0.54,0.78,0.06,0.72,0.75,0.93,0.93,0.62,0.73,0.93,0.89,0.95,0.96,0.75,0.52
bulmages.csv,0.76,0.84,1.0,0.91,0.9,0.97,0.75,1.0,0.96,0.53,0.85,0.1,0.97,1.0,1.0,0.81,0.91,0.88,0.75
forester-atv.csv,0.94,0.99,0.55,0.93,0.03,0.88,0.94,0.9,0.96,1.0,0.89,1.0,0.87,0.92,1.0,0.95,0.91,0.86,1.0
google-collections.csv,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0
hannosset.csv,0.94,0.88,0.76,0.93,0.92,0.88,0.98,0.96,0.97,0.92,0.88,1.0,0.93,0.97,0.0,0.9,0.95,0.97,0.77
jbpm.csv,0.88,0.79,1.03,0.93,0.62,0.85,0.98,0.68,0.04,1.02,0.73,0.91,0.78,0.83,1.0,1.0,0.96,0.87,0.38
mevenide.csv,0.79,1.13,0.99,0.69,0.81,0.55,0.7,0.71,0.66,0.69,0.74,0.65,0.87,0.65,1.09,0.83,0.65,0.14,0.56
nassp.csv,0.81,0.89,0.99,0.88,0.75,0.82,0.67,0.98,0.69,0.08,0.83,1.0,0.56,0.88,0.71,0.91,0.87,0.75,0.77
open-media-library.csv,0.61,0.99,0.93,0.03,0.56,0.51,0.53,0.66,0.58,0.43,0.46,0.53,0.76,0.79,0.73,0.62,0.68,0.66,0.77
opendvr.csv,0.75,1.08,0.78,0.8,0.49,0.67,0.86,0.65,0.72,0.68,0.94,0.68,0.65,0.68,0.77,0.85,0.09,0.64,0.42
openefm.csv,0.81,0.85,0.95,0.78,0.59,0.09,0.59,0.75,0.6,0.66,0.82,0.9,0.75,0.67,0.7,0.92,0.75,0.78,0.56
oppna-program-hsatools.csv,0.47,0.56,1.0,0.5,0.95,0.85,0.91,0.69,1.0,0.83,0.09,0.79,0.85,1.0,0.67,0.65,0.84,1.0,1.13
paintown.csv,0.04,0.59,0.62,0.71,0.61,0.59,0.6,0.68,0.58,0.53,0.45,0.64,0.58,0.76,0.6,0.72,0.66,0.74,0.92
projectfactory.csv,0.66,0.85,0.61,0.57,0.74,0.58,0.76,0.75,0.58,0.77,0.72,0.67,0.71,0.03,1.05,0.76,0.67,0.69,0.91
smbopensoft.csv,0.8,0.5,0.06,0.78,0.57,0.67,0.72,0.81,0.49,0.67,0.71,1.0,0.65,0.84,0.41,0.9,0.91,0.67,0.79
st-filteredstatistics.csv,0.62,0.63,0.76,0.7,0.83,0.55,0.8,0.84,0.56,0.59,0.56,0.74,0.0,0.64,0.91,0.62,0.77,0.67,0.84
thedata.csv,0.57,1.03,0.96,0.88,0.89,0.79,1.04,0.83,0.92,0.48,0.76,0.55,0.88,0.73,0.69,0.49,0.73,0.89,0.0
trackit.csv,0.56,1.13,0.92,0.67,0.84,0.77,0.71,0.05,0.85,0.8,0.8,0.66,0.83,0.79,0.84,0.63,0.76,0.74,1.05
wxstudio.csv,0.77,0.9,0.82,0.77,0.83,0.85,0.74,0.79,0.86,0.62,0.68,0.6,0.92,0.62,0.9,0.08,0.86,0.6,0.62
