,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.46,0.47,0.38,0.43,0.47,0.39,0.46,0.45,0.42,0.39,0.37,0.42,0.42,0.45,0.47
aufs.csv,0.71,0.67,0.67,0.38,0.84,0.53,0.49,1.0,0.64,0.59,0.44,0.63,0.95,0.91,0.94
bulmages.csv,0.0,0.9,0.88,0.33,0.77,0.98,0.92,0.99,0.0,0.49,0.46,0.0,0.4,0.94,0.0
coot.csv,0.67,0.73,0.62,0.33,0.58,0.6,0.6,0.69,0.59,0.43,0.46,0.55,0.47,0.81,0.54
emono.csv,0.54,0.53,0.61,0.39,0.62,0.39,0.45,0.6,0.52,0.48,0.36,0.39,0.48,0.52,0.54
extprosys.csv,0.43,0.57,0.4,0.93,0.5,0.55,0.44,0.55,0.67,0.45,0.45,0.6,0.87,0.54,0.57
freelords.csv,0.47,0.83,0.4,0.3,0.48,0.42,0.49,0.5,0.65,0.41,0.39,0.55,0.44,0.47,0.59
jnode.csv,0.78,0.95,0.8,0.55,0.0,0.8,0.88,0.94,0.86,0.95,0.0,0.0,0.46,0.83,0.67
jruby.csv,0.51,0.92,0.62,0.44,0.75,0.55,0.94,0.77,0.5,0.53,0.72,0.42,0.0,0.6,0.92
jsecurity.csv,0.95,0.85,0.89,0.5,0.47,0.42,0.86,0.83,0.68,0.89,0.68,0.82,0.42,0.52,0.61
matrex.csv,0.46,0.88,0.88,0.34,0.92,0.69,0.67,0.99,0.83,0.0,0.46,0.82,0.86,0.95,0.81
officefloor.csv,0.52,0.96,0.62,0.67,0.94,0.46,0.92,0.5,0.52,0.9,0.57,0.59,0.52,0.57,0.95
projectfactory.csv,0.49,0.88,0.58,0.83,0.96,0.59,0.56,0.66,0.46,0.9,0.93,0.59,0.95,0.63,0.56
taverna.csv,0.59,0.92,0.65,0.83,0.97,0.99,0.94,0.99,0.8,0.93,0.92,0.56,0.4,0.92,0.71
vxl.csv,0.73,0.59,0.56,0.46,0.44,0.62,0.55,0.47,0.51,0.54,0.37,0.65,0.93,0.51,0.65
