,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.41,0.44,0.38,0.8,0.32,0.07,0.65,0.06,0.53,0.35,0.62,0.63,0.7,0.91,0.76
aufs.csv,0.32,0.34,0.0,0.78,0.07,0.06,0.74,0.02,0.52,0.23,0.62,0.57,0.24,0.6,0.21
bulmages.csv,0.0,0.22,0.11,0.78,0.22,0.06,0.17,0.01,0.0,0.47,0.66,0.05,0.68,0.21,0.0
coot.csv,0.05,0.25,0.37,0.84,0.23,0.06,0.66,0.03,0.29,0.35,0.57,0.53,0.7,0.67,0.58
emono.csv,0.39,0.41,0.41,0.78,0.26,0.07,0.76,0.06,0.5,0.37,0.63,0.63,0.71,0.86,0.75
extprosys.csv,0.4,0.55,0.5,0.34,0.29,0.04,0.79,0.08,0.1,0.32,0.53,0.51,0.29,0.8,0.53
freelords.csv,0.39,0.46,0.51,0.64,0.31,0.07,0.73,0.07,0.42,0.32,0.67,0.38,0.68,0.66,0.62
jnode.csv,0.21,0.08,0.12,0.44,0.05,0.22,0.14,0.05,0.0,0.28,0.0,0.05,0.64,0.08,0.07
jruby.csv,0.39,0.09,0.33,0.7,0.24,0.06,0.31,0.11,0.48,0.31,0.53,0.66,0.05,0.79,0.24
jsecurity.csv,0.29,0.35,0.17,0.09,0.52,0.1,0.34,0.04,0.18,0.2,0.37,0.2,0.66,0.48,0.6
matrex.csv,0.34,0.13,0.17,0.63,0.08,0.04,0.07,0.21,0.28,0.0,0.84,0.29,0.13,0.25,0.27
officefloor.csv,0.42,0.11,0.21,0.13,0.25,0.1,0.22,0.11,0.43,0.1,0.53,0.42,0.41,0.53,0.36
projectfactory.csv,0.37,0.13,0.47,0.16,0.3,0.08,0.48,0.07,0.58,0.24,0.29,0.59,0.23,0.51,0.54
taverna.csv,0.32,0.15,0.66,0.08,0.2,0.13,0.21,0.05,0.14,0.29,0.21,0.51,0.67,0.14,0.43
vxl.csv,0.38,0.42,0.31,0.59,0.33,0.04,0.55,0.08,0.5,0.31,0.63,0.43,0.3,0.74,0.5
