,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.82,1.0,0.89,0.54,0.86,1.0,0.66,0.97,0.61,0.73,0.97,0.78,0.64,1.0,0.63
aufs.csv,0.71,0.71,1.0,0.84,1.06,0.85,0.86,0.93,0.53,0.78,0.73,0.59,0.89,0.66,0.89
bulmages.csv,1.0,0.84,0.93,0.69,0.78,0.88,0.92,0.98,1.0,0.45,0.45,0.97,0.48,0.89,1.0
coot.csv,0.97,0.81,0.8,0.94,0.92,0.8,0.78,0.91,0.78,0.61,0.79,0.78,0.44,0.66,0.64
emono.csv,0.69,0.89,0.7,0.79,0.84,0.99,0.95,0.7,0.93,0.85,0.98,0.93,0.61,0.91,0.52
extprosys.csv,0.94,0.46,0.96,0.8,0.95,0.9,0.8,0.57,0.95,0.67,0.87,0.73,0.86,0.74,0.68
freelords.csv,0.84,0.6,0.96,0.91,0.94,0.86,0.59,0.57,0.75,0.69,0.58,0.76,0.67,0.67,0.66
jnode.csv,0.83,0.95,0.93,0.76,0.97,0.32,0.93,0.82,1.0,0.74,1.0,0.97,0.54,0.96,0.96
jruby.csv,0.74,0.95,0.78,0.57,0.74,0.76,0.81,0.61,1.0,0.81,0.61,0.84,0.97,0.52,0.86
jsecurity.csv,0.79,0.74,0.9,0.95,0.37,0.64,0.8,0.88,0.89,0.86,0.76,0.88,0.48,0.79,0.56
matrex.csv,0.67,0.93,0.89,0.64,0.95,0.87,0.96,0.58,0.84,1.0,0.22,0.82,0.93,0.86,0.84
officefloor.csv,0.57,0.94,0.87,0.93,0.82,0.57,0.88,0.45,0.64,0.93,0.6,0.71,0.73,0.84,0.78
projectfactory.csv,0.66,0.93,0.6,0.92,0.75,0.65,0.76,0.71,0.47,0.79,0.82,0.55,0.91,0.74,0.7
taverna.csv,0.7,0.91,0.37,0.98,0.83,0.65,0.91,0.9,0.92,0.77,0.88,0.66,0.46,0.93,0.76
vxl.csv,0.63,0.73,0.8,0.59,0.69,0.88,0.63,0.54,0.93,0.73,0.85,0.7,0.82,0.68,0.76
