,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.6,0.78,0.25,0.65,0.01,0.23,0.06
k3d.csv,0.32,0.28,0.55,0.0,0.0,0.03,0.04
massiv.csv,0.0,0.0,0.23,0.43,0.33,0.05,0.0
net-snmp.csv,0.61,0.6,0.41,0.54,0.01,0.2,0.08
patterntesting.csv,0.59,0.61,0.27,0.7,0.01,0.22,0.05
t-2.csv,0.51,0.31,0.25,0.06,0.01,0.46,0.02
xreal.csv,0.15,0.49,0.18,0.05,0.0,0.04,0.83
