,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.95,0.79,0.97,0.83,1.0,0.57,1.0
k3d.csv,0.24,0.21,0.77,0.0,0.0,0.02,0.2
massiv.csv,0.0,0.0,0.17,0.43,1.0,0.1,0.0
net-snmp.csv,0.66,0.96,0.8,0.93,0.5,0.88,1.0
patterntesting.csv,0.93,1.0,1.0,0.7,0.75,1.0,1.0
t-2.csv,0.71,0.29,0.83,0.03,0.5,0.63,0.2
xreal.csv,0.1,0.54,0.37,0.03,0.0,0.04,1.0
