,id,max_bell,avge,median,bellwether
0,3,3,2.2,0.68,pcsx2.csv
1,9,5,3.1,0.66,clamav.csv
2,20,6,2.56,0.61,kdenlive.csv
3,38,8,4.1,0.63,silvertree.csv
