,id,expected,max_bell,avge,median,bellwether,size
40,4,1,5,2.0,0.66,qmmp.csv,9
47,5,1,2,1.33,0.58,zscreen.csv,9
17,6,1,3,1.71,0.61,arcallians.csv,7
12,7,3,8,2.71,0.64,pcsx2.csv,17
23,8,2,7,2.23,0.66,ng4j.csv,13
20,10,0,2,1.33,0.68,pfaedit.csv,3
11,11,1,4,1.11,0.64,dvd-create.csv,9
42,12,3,6,3.11,0.61,dspace-gsoc.csv,19
46,13,2,8,4.47,0.69,openmalaria.csv,15
48,14,1,4,2.75,0.7,google-caja.csv,4
41,15,3,13,5.12,0.69,maya-work-in-progress.csv,17
14,16,2,6,2.47,0.65,clamav.csv,15
19,17,3,9,3.41,0.65,libarchive.csv,19
9,18,2,1,1.91,0.58,ftm.csv,11
21,19,2,4,2.33,0.6,nativeclient.csv,15
24,21,1,5,1.57,0.66,ivatamasks.csv,8
49,22,0,1,1.0,0.65,amygdala.csv,3
39,23,2,2,1.58,0.575,scenemonitor.csv,12
38,24,3,4,2.38,0.5249999999999999,chaosrts.csv,16
50,25,3,6,2.65,0.56,kdenlive.csv,20
22,26,3,8,2.17,0.615,tango-cs.csv,18
10,27,2,4,2.0,0.57,lmms.csv,12
18,28,1,0,0.25,0.5700000000000001,dataobjectsdotnet.csv,4
13,29,2,3,1.5,0.63,unicase.csv,12
31,30,2,3,1.53,0.54,jppf-project.csv,16
28,31,1,1,1.4,0.61,k3b.csv,5
2,32,3,3,2.35,0.6,glas.csv,17
8,33,1,2,1.5,0.6,smartgwt.csv,7
7,34,1,3,1.67,0.64,twostep.csv,9
3,35,2,1,1.2,0.555,codesmith.csv,10
27,36,2,1,1.86,0.6,gnome-jabber.csv,14
32,39,3,2,1.82,0.56,silvertree.csv,17
44,40,3,4,1.59,0.63,gusanos.csv,17
36,41,3,6,3.41,0.63,electric-core.csv,17
15,42,3,3,1.65,0.54,anaxagora.csv,20
26,43,2,5,1.64,0.555,projecteqemu.csv,14
25,44,1,2,1.56,0.58,olsrd.csv,9
16,45,2,2,1.77,0.58,zoolib.csv,13
35,46,3,8,3.61,0.64,heekscad.csv,18
45,47,1,2,1.5,0.5,nsis.csv,8
37,48,3,10,5.47,0.665,mcmc-jags.csv,18
43,49,2,7,2.9,0.69,ontomorphtab.csv,10
0,50,1,0,0.83,0.59,atomsite.csv,6
5,51,2,1,1.2,0.53,freelords.csv,15
33,52,2,6,2.79,0.645,jitterbit.csv,14
30,53,1,5,1.78,0.66,columba.csv,9
29,54,2,4,1.9,0.645,cascading.csv,10
34,55,1,2,1.25,0.56,jmri.csv,8
4,56,1,2,1.43,0.53,kvs.csv,7
1,57,2,4,2.0,0.57,jcache.csv,13
6,58,2,6,2.38,0.61,kaffeine.csv,15
