,id,expected,max_bell,avge,median,bellwether,size
40,4,3,7,4.11,0.84,ngl.csv,9
47,5,3,8,4.11,0.96,simplewebservices.csv,9
17,6,2,6,3.57,0.98,gebr.csv,7
12,7,6,17,7.47,0.99,biopax.csv,17
23,8,4,12,5.54,0.88,wikipediardware.csv,13
20,10,1,2,1.33,0.71,pfaedit.csv,3
11,11,3,8,3.67,0.87,planeshift.csv,9
42,12,6,18,7.89,1.0,enlightenment.csv,19
46,13,5,15,7.07,0.86,psycle.csv,15
48,14,1,4,3.0,0.865,itext.csv,4
41,15,6,13,9.53,1.0,hydrogen.csv,17
14,16,5,13,6.67,0.87,frogatto.csv,15
19,17,6,18,7.18,0.93,st-filteredstatistics.csv,19
9,18,4,11,5.09,1.0,sylpheed-claws.csv,11
21,19,5,13,5.47,0.86,bibletime.csv,15
24,21,2,8,5.29,0.8400000000000001,exist.csv,8
49,22,1,3,2.0,0.86,rectracker.csv,3
39,23,4,11,5.17,0.945,zemljanka.csv,12
38,24,5,16,7.31,1.0,sevenupdate.csv,16
50,25,7,15,6.35,0.835,power-architect.csv,20
22,26,6,16,6.72,0.93,uface.csv,18
10,27,4,8,4.58,0.7949999999999999,etherboot.csv,12
18,28,1,3,1.25,0.705,red5.csv,4
13,29,4,11,5.33,0.865,jmol.csv,12
31,30,5,13,6.4,0.89,mb-unit.csv,16
28,31,2,5,2.6,0.89,k3b.csv,5
2,32,6,17,6.29,0.91,grisbi.csv,17
8,33,2,4,3.33,0.73,ontopia.csv,7
7,34,3,7,2.67,0.82,twostep.csv,9
3,35,3,8,3.3,0.8,geotools.csv,10
27,36,5,13,6.0,0.985,fleet-simulator.csv,14
32,39,6,16,6.82,0.98,zengine.csv,17
44,40,6,17,6.59,1.0,magicwars.csv,17
36,41,6,15,7.0,0.87,sumatrapdf.csv,17
15,42,7,14,7.55,0.9099999999999999,bzbyte.csv,20
26,43,5,14,5.29,1.0,plato.csv,14
25,44,3,8,4.22,1.0,illumination.csv,9
16,45,4,12,6.0,1.0,irrlicht.csv,13
35,46,6,13,7.78,0.84,levent.csv,18
45,47,3,5,2.62,0.8049999999999999,mycila.csv,8
37,48,6,15,7.88,0.86,mcmc-jags.csv,18
43,49,3,9,4.9,0.825,firebird.csv,10
0,50,2,5,3.17,0.8500000000000001,pokenetonline.csv,6
5,51,5,13,4.33,0.85,abbot.csv,15
33,52,5,8,4.93,0.725,ppcboot.csv,14
30,53,3,8,3.44,0.94,pcgen.csv,9
29,54,3,9,4.9,0.905,mpgravity.csv,10
34,55,3,7,2.88,0.9550000000000001,alpine.csv,8
4,56,2,4,2.0,0.8,jasperreports.csv,7
1,57,4,12,5.46,0.85,jcache.csv,13
6,58,4,12,4.23,0.77,kaffeine.csv,15
