,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.61,0.81,0.72,0.04,0.58,0.45,0.35,0.54,0.7,0.56
bscwweasel.csv,0.15,0.99,0.67,0.89,0.9,0.92,1.0,1.0,0.98,1.0
cme.csv,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
fido.csv,1.0,0.98,1.0,1.0,1.0,0.98,1.0,0.0,1.0,1.0
japano.csv,0.85,0.01,0.74,0.93,0.72,0.73,0.95,1.0,1.0,0.92
joustsim.csv,0.71,0.84,1.25,0.81,0.7,0.81,0.0,0.28,0.97,0.63
log4net.csv,1.0,1.0,0.0,1.0,1.0,0.98,1.0,1.0,0.99,1.0
personalaccess.csv,0.71,0.83,0.51,0.32,0.49,0.01,0.49,0.85,0.51,0.71
rcp-company-uibindings.csv,0.95,1.01,0.9,0.93,1.0,0.88,0.92,0.96,0.2,0.75
unbvision.csv,0.82,0.47,0.9,0.55,0.03,0.6,0.8,0.75,0.63,0.46
