,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.36,0.35,0.05,0.98,0.44,0.73,0.5,0.14,0.5,0.22
bscwweasel.csv,0.92,0.02,0.17,0.19,0.17,0.16,0.0,0.0,0.05,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fido.csv,0.0,0.05,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0
japano.csv,0.2,1.0,0.06,0.65,0.5,0.86,0.24,0.07,0.97,0.17
joustsim.csv,0.28,0.32,0.0,0.44,0.34,0.32,1.0,0.29,0.6,0.23
log4net.csv,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0
personalaccess.csv,0.2,0.81,0.08,0.77,0.5,1.0,0.4,0.08,0.69,0.21
rcp-company-uibindings.csv,0.23,0.89,0.05,0.67,0.41,0.9,0.29,0.07,0.99,0.2
unbvision.csv,0.19,0.79,0.02,0.58,0.98,0.65,0.23,0.08,0.57,0.29
