,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.75,0.55,0.53,0.46,0.47,0.37,0.43,0.67,0.52,0.39
bscwweasel.csv,0.94,0.0,0.89,0.75,0.8,0.93,0.0,0.8,0.83,0.75
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
fido.csv,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.75,0.0,0.0
japano.csv,0.49,0.49,0.45,0.34,0.51,0.42,0.51,0.32,0.4,0.42
joustsim.csv,0.96,0.73,0.6,0.57,0.43,0.93,0.82,0.94,0.72,0.53
log4net.csv,0.5,0.0,0.67,0.0,0.0,0.67,0.5,0.0,0.5,0.0
personalaccess.csv,0.53,0.44,0.43,0.4,0.46,0.39,0.41,0.34,0.39,0.36
rcp-company-uibindings.csv,0.45,0.44,0.44,0.31,0.49,0.36,0.5,0.31,0.4,0.36
unbvision.csv,0.58,0.56,0.6,0.5,0.76,0.51,0.62,0.41,0.59,0.38
