,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.33,0.93,0.03,1.0,0.41,0.94,0.38,0.08,0.98,0.13
bscwweasel.csv,1.0,1.0,0.11,0.75,0.6,0.79,0.0,0.0,1.0,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
fido.csv,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
japano.csv,0.11,1.0,0.03,0.5,0.33,0.85,0.14,0.04,0.96,0.09
joustsim.csv,0.26,0.92,0.0,0.43,0.26,0.89,1.0,0.18,0.93,0.13
log4net.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
personalaccess.csv,0.12,0.93,0.04,0.8,0.41,1.0,0.26,0.04,0.98,0.12
rcp-company-uibindings.csv,0.13,0.92,0.02,0.51,0.26,0.84,0.17,0.04,0.99,0.11
unbvision.csv,0.11,0.97,0.01,0.72,1.0,0.88,0.14,0.04,0.98,0.17
