,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.0,0.0,4.0,0.0,1.0,0.0,2.0,7.0,0.0,12.0
bscwweasel.csv,0.0,0.0,0.0,1.0,1.0,0.0,70.0,106.0,0.0,56.0
cme.csv,161.0,133.0,133.0,53.0,114.0,147.0,70.0,106.0,250.0,0.0
fido.csv,161.0,0.0,133.0,53.0,114.0,0.0,70.0,0.0,250.0,56.0
japano.csv,37.0,0.0,34.0,6.0,3.0,1.0,39.0,22.0,0.0,24.0
joustsim.csv,3.0,0.0,133.0,6.0,12.0,2.0,0.0,2.0,0.0,16.0
log4net.csv,161.0,133.0,0.0,53.0,114.0,0.0,70.0,106.0,0.0,56.0
personalaccess.csv,14.0,0.0,12.0,0.0,1.0,0.0,7.0,14.0,0.0,12.0
rcp-company-uibindings.csv,44.0,0.0,45.0,4.0,4.0,1.0,33.0,20.0,0.0,13.0
unbvision.csv,45.0,0.0,38.0,1.0,0.0,1.0,29.0,12.0,0.0,3.0
