,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.11,0.22,0.27,0.0,0.24,0.2,0.22,0.21,0.2,0.52
bscwweasel.csv,0.0,0.0,0.06,0.04,0.02,0.12,0.02,0.05,0.0,0.08
cme.csv,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fido.csv,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
japano.csv,0.82,0.0,0.74,0.93,0.72,0.72,0.93,1.0,1.0,0.92
joustsim.csv,0.12,0.22,0.76,0.59,0.46,0.12,0.0,0.14,0.8,0.63
log4net.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
personalaccess.csv,0.44,0.78,0.51,0.19,0.32,0.0,0.48,0.85,0.2,0.71
rcp-company-uibindings.csv,0.95,1.0,0.9,0.93,1.0,0.88,0.92,0.96,0.2,0.75
unbvision.csv,0.74,0.33,0.6,0.19,0.0,0.36,0.72,0.71,0.2,0.46
