,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,bscwweasel.csv,retromenu.csv,capcode.csv,freenet.csv,boost-sandbox.csv,onotoa.csv,dspace-gsoc.csv,powerfolder.csv,megameknet.csv,ondex.csv,emite.csv,geogebra.csv,tweetsharp.csv,xamj.csv
boost-sandbox.csv,0.44,0.3,0.31,0.5,0.3,0.43,0.33,0.52,0.67,0.65,0.56,0.4,0.41,0.45,0.9,0.39,0.5,0.36
bscwweasel.csv,0.47,0.03,0.59,0.18,0.65,0.62,0.5,0.52,0.39,0.24,0.28,0.6,0.3,0.52,0.19,0.45,0.21,0.54
capcode.csv,0.53,0.03,0.78,0.15,0.9,0.29,0.67,0.6,0.37,0.61,0.36,0.6,0.64,0.39,0.48,0.33,0.6,0.53
dspace-gsoc.csv,0.6,0.99,0.78,0.74,0.6,0.95,1.0,0.86,0.71,0.82,0.78,0.6,0.86,0.94,0.97,0.84,0.62,0.96
emite.csv,0.28,0.73,0.09,0.12,0.1,0.24,0.0,0.53,0.11,0.26,0.33,0.0,0.06,0.27,0.68,0.09,0.1,0.35
fbmanager.csv,0.37,0.62,0.34,0.68,0.35,0.62,0.67,0.22,0.14,0.2,0.42,0.8,0.49,0.3,0.0,0.11,0.48,0.46
freenet.csv,0.57,0.13,0.88,0.71,0.95,0.86,0.83,0.69,0.59,0.62,0.78,1.0,0.75,0.82,0.58,0.86,0.67,0.87
geogebra.csv,0.51,0.04,0.41,0.59,0.45,0.86,0.58,0.73,0.9,0.45,0.72,0.6,0.51,0.48,0.13,0.62,0.71,0.76
megameknet.csv,0.59,0.91,0.75,0.76,0.45,0.9,0.92,0.62,0.31,0.27,0.56,0.8,0.7,0.7,0.32,0.81,0.45,0.46
ondex.csv,0.46,0.02,0.34,0.21,0.55,0.43,0.25,0.61,0.39,0.53,0.47,0.4,0.42,0.55,0.48,0.45,0.52,0.89
onotoa.csv,0.47,0.06,0.28,0.15,0.6,0.19,0.25,0.3,0.59,0.69,0.22,0.0,0.35,0.39,0.16,0.07,0.43,0.3
paintown.csv,0.71,0.99,0.56,0.94,1.0,0.9,0.92,0.71,0.47,0.76,0.81,0.8,0.99,0.94,0.68,0.89,0.55,0.98
powerfolder.csv,0.43,0.72,0.19,0.59,0.6,0.9,0.25,0.28,0.24,0.45,0.28,1.0,0.61,0.24,0.06,0.38,0.52,0.27
retromenu.csv,0.19,0.21,0.25,0.5,0.2,0.81,0.08,0.53,0.89,0.32,0.19,0.4,0.36,0.55,0.32,0.34,0.64,0.39
smbopensoft.csv,0.63,0.78,0.84,0.15,0.5,0.67,0.17,0.85,0.72,0.68,0.83,0.8,0.61,0.85,0.81,0.56,0.76,0.66
triplea.csv,0.68,0.98,0.66,0.59,0.95,1.0,0.83,0.95,0.67,0.7,0.94,1.0,0.71,0.91,0.77,0.86,0.5,0.99
tweetsharp.csv,0.53,0.63,0.25,0.18,0.6,0.52,0.25,0.47,0.73,0.7,0.47,0.2,0.48,0.61,0.68,0.38,0.74,0.62
xamj.csv,0.57,0.56,0.31,0.76,0.7,1.0,0.75,0.9,0.59,0.74,0.69,1.0,0.96,0.21,0.26,0.55,0.57,0.65
