,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,98.5,96.5,0.0,198.0,99.0,1659.0,0.0,108.0,385.0,98.5,342.0,97.5,0.0,89.5,244.5
fontforge.csv,198.0,99.0,294.0,193.0,396.0,99.0,2157.5,269.5,98.5,385.0,98.5,394.0,98.5,591.5,2819.0,388.0
glas.csv,99.0,98.5,96.5,98.5,297.0,99.0,1490.0,716.0,98.5,385.0,98.5,295.0,98.5,562.0,2029.5,388.0
hannosset.csv,99.0,98.5,96.5,75.5,688.0,166.0,707.5,542.0,825.5,197.5,97.5,97.5,95.5,534.0,445.5,95.5
hatari.csv,99.0,98.5,193.5,98.5,396.0,99.0,1725.5,904.0,98.5,385.0,98.5,394.0,98.5,591.5,1772.5,194.0
jaolt.csv,96.5,99.0,96.5,98.5,99.0,99.0,1024.5,543.0,98.5,90.5,98.5,295.0,98.5,332.0,1249.5,194.0
ltp.csv,99.0,99.0,195.0,96.5,485.5,1031.5,1956.0,358.0,98.5,92.5,98.5,195.5,95.5,393.0,1971.0,188.0
mia.csv,99.0,98.5,275.5,98.5,95.5,557.0,1116.0,372.0,1335.5,385.0,96.5,194.0,98.5,68.5,127.0,567.0
net-snmp.csv,96.5,99.0,96.5,98.5,198.0,99.0,825.5,904.0,98.5,385.0,98.5,295.0,97.5,492.5,1764.5,194.0
opde.csv,198.0,98.5,294.0,98.5,198.0,1102.0,779.5,716.0,98.5,0.0,98.5,394.0,98.5,250.5,2687.5,194.0
oppna-program-hsatools.csv,99.0,99.0,195.0,98.5,198.0,99.0,2172.5,904.0,98.5,385.0,98.5,394.0,98.5,241.5,338.5,290.5
powerfolder-.csv,198.0,98.5,195.5,98.5,198.0,98.5,1103.0,170.0,98.5,385.0,98.5,394.0,98.5,843.5,567.0,388.0
qlc.csv,21.5,98.5,2.5,359.0,297.0,99.0,611.0,0.0,98.5,286.5,98.5,394.0,98.5,152.0,745.5,95.5
quantlib.csv,198.0,0.0,0.0,0.0,396.0,414.5,0.0,904.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,93.5
tcl.csv,99.0,99.0,190.0,98.5,978.5,99.0,1343.5,0.0,464.5,93.5,98.5,2938.0,98.5,786.0,635.5,386.0
