,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,0.55,0.48,0.0,0.35,0.69,0.73,0.0,0.0,0.62,0.4,0.13,0.63,0.0,0.2,0.0
fontforge.csv,0.23,0.57,0.0,0.0,0.05,0.67,0.09,0.83,0.34,0.0,0.63,0.29,0.6,0.41,0.0,0.09
glas.csv,0.66,0.66,0.65,0.44,0.39,0.58,0.75,0.61,0.64,0.63,0.59,0.5,0.62,0.67,0.73,0.53
hannosset.csv,0.6,0.16,0.36,0.05,0.62,0.3,0.0,0.52,0.55,0.12,0.28,0.2,0.17,0.06,0.82,0.25
hatari.csv,0.51,0.69,0.63,0.52,0.3,0.67,0.57,0.13,0.37,0.49,0.69,0.21,0.43,0.45,0.61,0.62
jaolt.csv,0.64,0.62,0.46,0.55,0.14,0.46,0.89,0.62,0.69,0.1,0.81,0.46,0.6,0.31,0.2,0.46
ltp.csv,0.28,0.59,0.42,0.59,0.71,0.59,0.0,0.37,0.4,0.59,0.66,0.61,0.46,0.3,0.48,0.53
mia.csv,0.49,0.19,0.48,0.5,0.1,0.28,0.85,0.69,0.39,0.09,0.44,0.54,0.23,0.06,0.0,0.42
net-snmp.csv,0.65,0.7,0.52,0.56,0.43,0.53,0.89,0.0,0.53,0.43,0.54,0.71,0.52,0.57,0.52,0.29
opde.csv,0.0,0.42,0.0,0.58,0.53,0.5,0.93,0.55,0.64,0.0,0.62,0.24,0.56,0.31,0.38,0.51
oppna-program-hsatools.csv,0.66,0.7,0.68,0.0,0.65,0.63,0.51,0.0,0.5,0.21,0.85,0.05,0.63,0.19,0.54,0.5
powerfolder-.csv,0.5,0.72,0.58,0.17,0.42,0.24,0.89,0.29,0.45,0.31,0.55,0.05,0.52,0.46,0.54,0.51
qlc.csv,0.06,0.74,0.04,0.52,0.33,0.48,0.96,0.0,0.66,0.66,0.31,0.56,0.39,0.1,0.54,0.1
quantlib.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
tcl.csv,0.45,0.43,0.49,0.48,0.57,0.44,0.0,0.0,0.37,0.68,0.54,0.3,0.56,0.63,0.0,0.53
