,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,runuomondains.csv,somap.csv,tigermud.csv
algebsql.csv,0.51,0.84,0.5,0.73,0.31,0.7,0.9,0.13,0.22,0.83,0.11,1.0,0.8
ivef-sdk.csv,0.67,0.93,0.54,0.68,0.3,1.0,0.27,1.0,0.28,0.49,0.0,0.87,0.55
jmri.csv,0.89,0.95,0.65,0.38,0.12,1.0,0.42,0.42,0.55,0.52,0.24,0.94,0.83
jython.csv,0.74,0.84,0.67,0.62,0.19,0.73,0.48,0.44,0.42,0.67,0.14,0.92,0.64
kdenlive.csv,0.78,0.87,0.5,0.53,0.4,0.61,0.46,0.12,0.32,0.49,0.16,0.96,0.63
opentibia.csv,0.62,0.96,0.5,0.59,0.35,0.75,0.51,0.13,0.29,0.33,0.16,1.0,0.6
projectfactory.csv,0.74,0.98,0.54,0.43,0.36,0.5,0.52,0.13,0.37,0.57,0.15,0.88,0.65
runuomondains.csv,0.79,0.95,0.49,0.48,0.28,0.56,0.49,0.36,0.38,0.46,0.4,0.95,0.45
somap.csv,0.63,0.87,0.47,0.63,0.38,0.57,0.48,0.12,0.24,0.46,0.11,1.0,0.62
taverna.csv,0.89,0.95,0.47,0.56,0.59,0.42,0.6,0.05,0.38,0.49,0.43,1.0,0.6
tigermud.csv,0.54,0.82,0.43,0.68,0.38,0.0,0.33,0.04,0.14,0.36,0.17,0.93,0.68
unbvision.csv,0.79,0.92,0.54,0.4,0.27,0.25,0.32,0.11,0.45,0.5,0.15,0.9,0.67
x-ray-mule.csv,0.56,0.89,0.49,0.86,0.37,1.0,0.21,1.0,0.23,0.48,0.14,0.89,0.65
