,recall,precision,pf,pci_20,ifa,wins
algebsql.csv,0.53,0.7,0.66,0.74,1.0,8
ivef-sdk.csv,0.6,0.55,0.6,0.5,1.0,5
jmri.csv,0.37,0.55,0.22,0.68,0.0,11
jython.csv,0.37,0.64,0.31,0.76,1.0,9
kdenlive.csv,0.64,0.5,0.58,0.4,1.0,3
opentibia.csv,0.43,0.51,0.38,0.57,1.0,6
projectfactory.csv,0.59,0.52,0.42,0.49,1.0,7
runuomondains.csv,0.58,0.48,0.52,0.42,2.0,1
somap.csv,0.88,0.48,0.92,0.43,2.0,0
taverna.csv,0.29,0.56,0.2,0.74,0.0,12
tigermud.csv,0.38,0.38,0.35,0.67,1.0,4
unbvision.csv,0.38,0.45,0.35,0.45,1.0,2
x-ray-mule.csv,0.48,0.56,0.44,0.69,0.0,10
