,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,vrjuggler.csv,gretl.csv,plplot.csv,alleg.csv,buddata-ebxml-registry.csv
alleg.csv,0.39,0.83,0.51,0.78,0.48,0.43,0.5,0.65,0.86,0.47,0.34,0.49,0.59,0.43,0.35,0.76,0.52,0.54
buddata-ebxml-registry.csv,0.35,0.42,0.44,0.43,0.59,0.41,0.32,0.41,0.36,0.39,0.36,0.42,0.31,0.38,0.45,0.51,0.45,0.34
co-ode-owl-plugins.csv,0.55,0.56,0.73,0.68,0.61,0.44,0.47,0.58,0.89,0.95,0.36,0.44,0.42,0.75,0.8,0.95,0.86,0.43
firebreath.csv,0.35,0.38,0.44,0.41,0.59,0.38,0.39,0.51,0.43,0.38,0.41,0.5,0.47,0.38,0.41,0.5,0.44,0.43
gretl.csv,0.35,0.39,0.53,0.47,0.59,0.39,0.37,0.52,0.6,0.45,0.4,0.42,0.45,0.65,0.41,0.42,0.5,0.42
konversation.csv,0.86,0.53,0.82,0.52,0.86,0.55,0.46,0.53,0.94,0.95,0.94,0.49,0.46,0.9,0.61,0.72,0.7,0.86
lazarus-ccr.csv,0.5,0.52,0.44,0.6,0.51,0.57,0.45,0.59,0.57,0.67,0.6,0.45,0.38,0.47,0.44,0.67,0.46,0.56
linuxsh.csv,0.56,0.7,0.64,0.91,0.97,0.44,0.74,0.96,0.67,0.96,0.37,0.49,0.92,0.0,0.95,0.83,0.95,0.47
migen.csv,0.54,0.61,0.86,0.6,0.73,0.43,0.42,0.63,0.5,0.93,0.95,0.52,0.83,0.8,0.66,0.89,0.93,0.7
moviesandbox.csv,0.63,0.51,0.93,0.51,0.78,0.41,0.68,0.58,0.83,0.96,0.57,0.53,0.41,0.67,0.97,0.81,0.97,0.46
mvnforum.csv,0.0,0.91,0.63,0.94,0.92,0.71,0.94,0.97,0.5,0.94,0.75,0.88,0.6,0.96,0.87,0.71,0.74,0.94
ontomorphtab.csv,0.38,0.42,0.38,0.4,0.5,0.4,0.34,0.41,0.38,0.38,0.37,0.45,0.45,0.48,0.35,0.41,0.35,0.42
opengs.csv,0.75,0.8,0.53,0.62,0.63,0.38,0.64,0.6,0.75,0.67,0.58,0.7,0.44,0.0,0.53,0.65,0.6,0.75
plplot.csv,0.56,0.73,0.47,0.9,0.78,0.4,0.45,0.95,0.9,0.53,0.46,0.86,0.44,0.56,0.47,0.64,0.46,0.86
scite-ru.csv,0.35,0.47,0.42,0.52,0.56,0.38,0.43,0.46,0.61,0.51,0.44,0.47,0.33,0.38,0.46,0.53,0.54,0.47
tokratan.csv,0.83,0.62,0.65,0.68,0.81,0.38,0.43,0.71,0.0,0.0,0.71,0.77,0.38,0.81,0.42,0.57,0.55,0.64
vrjuggler.csv,0.5,0.58,0.0,0.83,0.96,0.73,0.95,0.96,0.72,0.8,0.83,0.79,0.52,0.59,0.89,0.8,0.91,0.5
xuggle.csv,0.41,0.5,0.4,0.67,0.61,0.39,0.42,0.45,0.44,0.53,0.51,0.6,0.33,0.61,0.44,0.51,0.38,0.46
