,0,1
qgis.csv,0.0,0.38
migen.csv,0.5,0.325
jsecurity.csv,0.7355,0.205
jnode.csv,0.0,0.1
jhotdraw.csv,0.0,0.18
sidekar.csv,1.0,0.5
emeraldemu.csv,0.0,0.26
emisview.csv,0.0,0.2
autoopencas.csv,0.0,0.25
mcmc-jags.csv,1.0,0.0
fontforge.csv,0.0,0.33
badtrinity-zero.csv,0.0,0.44
cleartk.csv,1.0,1.0
delphilhlplib.csv,1.0,0.0
mcore3d.csv,0.0,0.585
applet2app.csv,0.0,0.32999999999999996
upp-mirror.csv,0.0,0.5
magicwars.csv,0.0,0.03
xbplayer.csv,0.778,0.275
zildo.csv,0.675,0.5
jython.csv,0.0,0.07
ildjit.csv,0.0,0.15000000000000002
gbif-providertoolkit.csv,0.4645,0.17
jfreereport.csv,0.0,0.1
opennms.csv,0.625,0.25
yield.csv,1.0,0.22999999999999998
trackit.csv,0.5,0.585
freelords.csv,1.0,0.67
piccolo2d.csv,0.6115,0.25
bochs.csv,0.0,0.21000000000000002
intact.csv,0.857,0.195
htmlunit.csv,0.0,0.26
open-beos.csv,0.0,0.35
libopenmetaverse.csv,0.0,0.67
popeye-chess.csv,1.0,0.25
jbpm.csv,0.0,0.05
cities3d.csv,0.6074999999999999,0.18
springside.csv,1.0,0.25
k3d.csv,0.0,0.11
kvs.csv,0.6425,0.215
firebreath.csv,0.0,0.33
fltk.csv,0.0,0.475
bullet.csv,0.0,0.5
mobicents.csv,0.0,0.42000000000000004
maya-work-in-progress.csv,1.0,0.2
betoffice.csv,0.6,0.55
scite-ru.csv,0.0,0.2
ifmo-game-1.csv,0.598,0.12
qcad2.csv,0.8945000000000001,0.26
xmemcached.csv,0.6905,0.17
ldview.csv,0.0,0.29000000000000004
rohxel.csv,1.0,1.0
jpaul.csv,0.875,0.125
pfaedit.csv,0.0,0.33
gbif-indexingtoolkit.csv,0.4,0.2
levent.csv,1.0,0.585
neodatis-odb.csv,0.5,0.29
pidgin.csv,0.0,0.38
swtfox.csv,0.0,0.22999999999999998
aime.csv,0.0,0.22999999999999998
mvdsv.csv,0.0,0.0
japano.csv,1.0,
jitterbit.csv,0.0,0.19
encog-cs.csv,0.727,0.305
red5.csv,0.667,0.67
co-ode-owl-plugins.csv,0.556,0.0
exordium.csv,0.833,0.17
cornerstone.csv,0.45,0.4
