,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.9,0.42,0.35,0.65,0.75,0.48,0.43,0.64,0.53,0.94,0.95,0.7,0.54,0.86,0.4,0.49
echongl.csv,0.35,0.42,0.46,0.44,0.49,0.43,0.5,0.52,0.36,0.35,0.43,0.4,0.88,0.47,0.57,0.78
findbugs.csv,0.44,0.37,0.52,0.43,0.41,0.38,0.43,0.47,0.34,0.68,0.53,0.42,0.91,0.43,0.55,0.44
google-web-toolkit.csv,0.34,0.45,0.42,0.44,0.53,0.46,0.5,0.7,0.33,0.5,0.37,0.4,0.66,0.49,0.52,0.57
gwanted.csv,0.46,0.43,0.74,0.61,0.35,0.39,0.67,0.68,0.38,0.65,0.42,0.42,0.96,0.43,0.47,0.5
ivatamasks.csv,0.33,0.42,0.34,0.37,0.38,0.34,0.38,0.44,0.38,0.29,0.36,0.4,0.26,0.4,0.32,0.41
onotoa.csv,0.55,0.74,0.51,0.91,0.0,0.5,0.98,0.91,0.96,0.31,0.94,0.81,0.34,0.99,0.6,0.95
orc.csv,0.92,0.41,0.61,0.56,0.39,0.68,0.61,0.65,0.32,0.0,0.44,0.55,0.46,0.57,0.78,0.92
plato.csv,0.35,0.4,0.31,0.49,0.58,0.36,0.41,0.6,0.41,0.34,0.37,0.39,0.26,0.45,0.32,0.4
proftp.csv,0.67,0.76,0.83,0.89,0.44,0.71,0.98,0.72,0.37,0.72,0.51,0.59,0.67,0.53,0.85,0.75
rodin-b-sharp.csv,0.9,0.81,0.95,0.97,0.52,0.88,0.68,0.57,0.87,0.7,0.96,0.79,0.89,0.74,0.73,0.56
uclmda.csv,0.5,0.0,0.85,0.0,0.83,0.67,0.97,0.93,0.93,0.5,0.89,0.98,0.27,0.96,0.86,0.52
umber.csv,0.54,0.39,0.29,0.4,0.42,0.35,0.39,0.44,0.4,0.33,0.37,0.4,0.26,0.41,0.31,0.36
unicase.csv,0.48,0.4,0.35,0.44,0.47,0.52,0.46,0.61,0.45,0.47,0.44,0.43,0.83,0.45,0.39,0.48
wpdev.csv,0.34,0.39,0.29,0.43,0.42,0.36,0.38,0.43,0.4,0.31,0.37,0.39,0.28,0.4,0.32,0.39
