,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,plato.csv,onotoa.csv,rodin-b-sharp.csv,gwanted.csv,proftp.csv,echongl.csv,xpontus.csv,unicase.csv,uclmda.csv,google-web-toolkit.csv,findbugs.csv,codesmith.csv
codesmith.csv,0.16,0.91,0.75,0.42,0.26,0.46,0.66,0.54,0.57,0.02,0.0,0.36,0.39,0.3,0.54,0.88
echongl.csv,1.0,0.76,0.88,0.96,0.71,0.78,0.78,0.89,0.77,0.88,1.0,0.99,0.02,0.77,0.57,0.14
findbugs.csv,0.95,0.68,0.75,0.72,0.79,0.7,0.49,0.64,0.97,0.33,1.0,0.76,0.2,0.74,0.46,0.69
google-web-toolkit.csv,1.0,0.41,0.81,0.9,0.31,0.58,0.31,0.46,0.87,0.44,1.0,0.93,0.3,0.69,0.46,0.36
gwanted.csv,0.68,0.37,0.56,0.42,0.52,0.51,0.27,0.64,0.6,0.28,1.0,0.78,0.14,0.53,0.43,0.03
ivatamasks.csv,1.0,0.76,0.5,0.74,0.55,0.84,0.63,0.71,1.0,1.0,1.0,0.86,1.0,0.86,0.89,0.92
onotoa.csv,0.16,0.52,0.25,0.08,0.02,0.57,0.03,0.07,0.13,0.95,0.0,0.37,0.63,0.22,0.32,0.25
orc.csv,0.05,0.48,0.88,0.53,0.67,0.3,0.24,0.39,0.87,0.0,1.0,0.4,0.42,0.36,0.25,0.09
plato.csv,1.0,1.0,0.75,0.77,0.74,0.96,0.91,0.71,0.97,0.84,1.0,0.99,1.0,0.86,0.89,0.94
proftp.csv,0.0,0.18,0.5,0.07,0.33,0.27,0.08,0.36,0.8,0.27,1.0,0.34,0.01,0.34,0.25,0.05
rodin-b-sharp.csv,0.53,0.38,0.5,0.23,0.67,0.24,0.83,0.46,0.27,0.35,0.0,0.29,0.06,0.25,0.25,0.48
uclmda.csv,0.0,0.01,0.06,0.0,0.1,0.23,0.11,0.0,0.1,0.02,0.0,0.04,0.99,0.05,0.07,0.55
umber.csv,0.89,0.8,1.0,0.96,1.0,0.81,0.97,0.86,0.97,0.86,1.0,0.61,0.99,0.75,0.71,1.0
unicase.csv,0.84,0.89,0.88,0.88,0.88,0.5,0.9,0.75,0.93,0.62,1.0,0.76,0.01,0.74,0.79,0.66
wpdev.csv,1.0,0.99,1.0,1.0,1.0,0.96,1.0,0.79,1.0,0.93,1.0,1.0,0.94,0.96,1.0,0.81
