,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.43,0.49,0.49,0.45
jajuk.csv,0.16,0.5,0.55,0.59
vapor.csv,0.73,1.0,0.3,0.51
zorannt.csv,0.22,0.23,0.52,0.49
