,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.71,0.76,0.67,0.63
jajuk.csv,0.79,0.76,0.62,0.68
vapor.csv,0.59,0.0,0.58,0.64
zorannt.csv,0.55,0.71,0.57,0.53
