,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.42,0.37,0.63,0.18,0.45,0.35,0.53,0.36,0.26,0.48,0.27,0.32,0.6,0.45,0.95,0.33,0.65
apertium.csv,0.44,0.52,0.48,0.31,0.67,0.53,0.51,0.15,0.19,0.63,1.0,0.35,0.44,0.61,0.14,0.0,0.53
beast-mcmc.csv,0.99,0.47,0.49,0.4,0.47,0.63,0.55,0.62,0.31,0.46,0.19,0.32,0.49,0.5,0.54,0.4,0.41
cuberok.csv,0.31,0.33,0.72,0.41,0.77,0.29,0.53,0.93,0.34,0.63,0.27,0.43,0.25,0.54,0.23,0.29,0.35
icescrum.csv,0.65,0.41,0.49,0.31,0.64,0.37,0.59,0.37,0.33,0.72,0.34,0.1,0.6,0.58,0.38,0.25,0.94
ingex.csv,0.25,0.11,0.24,0.17,0.29,0.17,0.27,0.38,0.24,0.43,0.23,0.1,0.93,0.2,0.15,0.2,0.1
jbasic.csv,0.48,0.45,0.55,0.33,0.48,0.28,0.45,0.29,0.21,0.93,0.44,0.38,0.13,0.4,0.32,0.26,0.36
jgnash.csv,0.23,0.29,0.2,0.11,0.24,0.22,0.28,0.08,0.94,0.17,0.15,0.11,0.06,0.07,0.09,0.08,0.0
jrefactory.csv,0.28,0.29,0.98,0.18,0.46,0.57,0.41,0.44,0.23,0.39,0.22,0.28,0.24,0.68,0.5,0.28,0.4
jsecurity.csv,0.33,0.39,0.44,0.97,0.43,0.46,0.35,0.43,0.19,0.21,0.2,0.29,0.53,0.63,0.56,0.32,0.24
libopenmetaverse.csv,0.44,0.48,0.59,0.31,0.63,0.99,0.56,0.48,0.27,0.58,0.43,0.5,0.53,0.67,0.48,0.27,0.5
mobicents.csv,0.44,0.47,0.61,0.44,0.56,0.49,0.99,0.42,0.24,0.56,0.41,0.5,0.53,0.64,0.44,0.16,0.44
opendvr.csv,0.36,0.37,0.71,0.28,0.69,0.62,0.6,0.44,0.22,0.58,0.39,0.42,0.55,0.84,0.36,0.9,0.44
openefm.csv,0.37,0.99,0.53,0.29,0.64,0.33,0.57,0.41,0.25,0.43,0.45,0.18,0.6,0.44,0.16,0.33,0.54
power-architect.csv,0.37,0.48,0.72,0.29,0.77,0.67,0.62,0.45,0.24,0.37,0.44,0.43,0.32,1.0,0.46,0.45,0.56
sidekar.csv,0.43,0.35,0.53,0.45,0.98,0.48,0.63,0.46,0.32,0.64,0.56,0.59,0.57,0.75,0.5,0.46,0.62
yarp0.csv,0.47,0.46,0.62,0.39,0.78,0.53,0.63,0.4,0.31,0.63,0.45,0.97,0.5,0.71,0.57,0.19,0.51
