,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.34,0.36,0.55,0.51,0.21,0.06,0.43,0.43,0.48,0.5,0.47,0.42,0.58,0.36,0.0,0.34,0.19
apertium.csv,0.68,0.15,0.58,0.62,0.58,0.4,0.58,0.06,0.73,0.27,0.0,0.32,0.26,0.36,0.18,0.0,0.19
beast-mcmc.csv,0.0,0.34,0.53,0.19,0.18,0.83,0.35,0.51,0.4,0.17,0.55,0.39,0.6,0.43,0.24,0.34,0.38
cuberok.csv,0.45,0.18,0.92,0.36,0.34,0.14,0.35,0.0,0.37,0.91,0.34,0.16,0.12,0.36,0.2,0.58,0.28
icescrum.csv,0.14,0.15,0.79,0.12,0.24,0.23,0.32,0.26,0.28,0.48,0.24,0.11,0.26,0.36,0.09,0.11,0.0
ingex.csv,0.18,0.01,0.24,0.08,0.16,0.2,0.16,0.23,0.23,0.21,0.22,0.11,0.04,0.0,0.12,0.26,0.0
jbasic.csv,0.11,0.12,0.45,0.2,0.16,0.2,0.26,0.37,0.35,0.06,0.17,0.13,0.26,0.14,0.11,0.09,0.25
jgnash.csv,0.11,0.13,0.34,0.07,0.08,0.14,0.08,0.06,0.0,0.05,0.0,0.05,0.12,0.14,0.05,0.02,0.09
jrefactory.csv,0.44,0.57,0.0,0.63,0.45,0.83,0.35,0.49,0.42,0.53,0.53,0.39,0.3,0.43,0.55,0.4,0.53
jsecurity.csv,0.31,0.75,0.32,0.0,0.05,0.51,0.41,0.74,0.54,0.06,0.64,0.66,0.52,0.36,0.58,0.68,0.09
libopenmetaverse.csv,0.74,0.42,0.82,0.73,0.37,0.0,0.72,0.8,0.59,0.38,0.52,0.53,0.68,0.57,0.44,0.42,0.62
mobicents.csv,0.26,0.28,0.53,0.19,0.39,0.46,0.0,0.46,0.34,0.58,0.31,0.21,0.3,0.57,0.18,0.25,0.28
opendvr.csv,0.78,0.84,0.79,0.77,0.84,0.94,0.72,0.6,0.86,0.8,0.64,0.68,0.94,0.93,0.7,0.02,0.72
openefm.csv,0.44,0.01,0.68,0.82,0.37,0.11,0.44,0.14,0.6,0.2,1.0,0.11,0.08,0.21,0.09,0.06,0.25
power-architect.csv,0.65,0.66,0.66,0.9,0.82,0.86,0.7,0.46,0.75,0.52,0.67,0.84,0.66,0.0,0.68,0.75,0.94
sidekar.csv,0.43,0.28,0.76,0.41,0.03,0.51,0.45,0.63,0.48,0.42,0.36,0.26,0.62,0.71,0.42,0.42,0.44
yarp0.csv,0.71,0.6,0.79,0.53,0.42,0.57,0.5,0.51,0.47,0.91,0.52,0.0,0.62,0.86,0.36,0.13,0.5
