,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.67,0.62,0.56,0.83,0.83,0.9,0.6,0.52,0.65,0.56,0.69,0.77,0.39,0.64,0.68,0.73,0.5
apertium.csv,0.4,0.76,0.49,0.64,0.52,0.47,0.51,0.75,0.47,0.53,0.72,0.56,0.6,0.39,0.94,0.0,0.53
beast-mcmc.csv,0.69,0.45,0.44,0.7,0.59,0.39,0.47,0.42,0.47,0.48,0.61,0.62,0.39,0.5,0.57,0.61,0.5
cuberok.csv,0.53,0.86,0.4,0.49,0.48,0.92,0.55,0.63,0.54,0.47,0.63,0.67,0.91,0.52,0.85,0.7,0.67
icescrum.csv,0.59,0.71,0.43,0.81,0.53,0.56,0.48,0.5,0.54,0.48,0.64,0.8,0.42,0.48,0.71,0.7,0.59
ingex.csv,0.98,0.67,0.94,0.95,0.94,0.91,0.99,0.87,0.83,0.86,0.83,0.8,0.55,0.83,0.92,0.89,0.0
jbasic.csv,0.96,0.85,0.63,0.87,0.71,0.86,0.68,0.53,0.62,0.56,0.95,0.8,0.94,0.75,0.94,0.89,0.79
jgnash.csv,0.97,0.88,0.85,0.93,0.92,0.9,0.98,0.67,0.95,0.89,0.5,0.67,0.86,0.75,0.8,0.5,0.67
jrefactory.csv,0.63,0.7,0.57,0.7,0.61,0.42,0.74,0.64,0.71,0.76,0.61,0.65,0.9,0.41,0.68,0.86,0.46
jsecurity.csv,0.78,0.51,0.63,0.81,0.8,0.71,0.76,0.44,0.64,0.92,0.59,0.56,0.5,0.62,0.57,0.66,0.83
libopenmetaverse.csv,0.38,0.47,0.45,0.51,0.4,0.54,0.42,0.45,0.44,0.51,0.49,0.44,0.33,0.41,0.43,0.48,0.39
mobicents.csv,0.63,0.6,0.51,0.71,0.61,0.55,0.52,0.46,0.66,0.52,0.72,0.56,0.45,0.46,0.63,0.62,0.59
opendvr.csv,0.41,0.47,0.43,0.59,0.54,0.39,0.46,0.58,0.46,0.54,0.6,0.49,0.36,0.37,0.55,0.85,0.46
openefm.csv,0.55,0.62,0.43,0.54,0.49,0.92,0.52,0.75,0.53,0.47,0.41,0.83,0.61,0.63,0.9,0.88,0.5
power-architect.csv,0.46,0.5,0.44,0.51,0.48,0.38,0.44,0.74,0.5,0.7,0.58,0.47,0.6,0.41,0.65,0.57,0.31
sidekar.csv,0.47,0.57,0.4,0.46,0.51,0.51,0.44,0.46,0.45,0.52,0.56,0.52,0.36,0.33,0.45,0.57,0.38
yarp0.csv,0.36,0.44,0.39,0.51,0.51,0.42,0.44,0.57,0.49,0.44,0.43,0.67,0.41,0.35,0.58,0.7,0.39
