,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.5,0.39,0.65,0.31,0.33,0.22,0.51,0.36,0.56,0.48,0.32,0.38,0.86,0.31,0.9,0.36,0.63
apertium.csv,0.79,0.45,0.45,0.67,0.67,0.5,0.54,0.09,0.56,0.59,1.0,0.38,0.41,0.48,0.1,0.0,0.47
beast-mcmc.csv,0.98,0.52,0.45,0.46,0.34,0.83,0.5,0.82,0.6,0.35,0.24,0.38,0.66,0.37,0.51,0.45,0.42
cuberok.csv,0.41,0.27,0.94,0.67,0.75,0.19,0.49,0.86,0.64,0.89,0.28,0.38,0.17,0.41,0.17,0.41,0.32
icescrum.csv,0.67,0.33,0.51,0.28,0.53,0.28,0.54,0.32,0.52,0.86,0.32,0.06,0.62,0.44,0.27,0.18,0.89
ingex.csv,0.21,0.06,0.16,0.13,0.19,0.11,0.18,0.32,0.32,0.33,0.2,0.06,0.93,0.11,0.1,0.18,0.05
jbasic.csv,0.41,0.36,0.51,0.36,0.34,0.19,0.37,0.27,0.36,0.92,0.4,0.31,0.1,0.26,0.22,0.18,0.32
jgnash.csv,0.17,0.21,0.14,0.08,0.14,0.14,0.17,0.05,0.88,0.1,0.08,0.06,0.03,0.04,0.05,0.05,0.0
jrefactory.csv,0.35,0.36,0.96,0.36,0.38,0.72,0.35,0.5,0.44,0.38,0.28,0.31,0.21,0.57,0.63,0.32,0.47
jsecurity.csv,0.36,0.61,0.35,0.95,0.28,0.44,0.3,0.59,0.44,0.13,0.28,0.44,0.69,0.5,0.76,0.5,0.16
libopenmetaverse.csv,0.83,0.58,0.67,0.77,0.56,0.97,0.66,0.73,0.68,0.57,0.6,0.75,0.79,0.57,0.54,0.32,0.68
mobicents.csv,0.48,0.48,0.61,0.51,0.48,0.47,0.98,0.45,0.4,0.62,0.44,0.5,0.55,0.54,0.37,0.14,0.42
opendvr.csv,0.68,0.61,0.88,0.69,0.8,0.86,0.72,0.55,0.76,0.75,0.6,0.69,1.0,0.91,0.46,0.86,0.63
openefm.csv,0.5,1.0,0.55,0.77,0.58,0.22,0.57,0.32,0.64,0.33,0.96,0.12,0.48,0.3,0.1,0.23,0.53
power-architect.csv,0.62,0.73,0.84,0.85,0.92,0.92,0.75,0.5,0.72,0.35,0.72,0.81,0.41,1.0,0.63,0.82,1.0
sidekar.csv,0.59,0.33,0.57,0.79,0.97,0.47,0.66,0.59,0.72,0.68,0.72,0.69,0.83,0.7,0.56,0.59,0.79
yarp0.csv,0.88,0.67,0.71,0.79,0.8,0.56,0.67,0.45,0.68,0.89,0.64,0.94,0.69,0.67,0.63,0.14,0.63
