,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.53,0.42,0.6,0.33,0.37,0.26,0.52,0.39,0.55,0.48,0.35,0.41,0.71,0.35,0.92,0.4,0.66
apertium.csv,0.61,0.5,0.44,0.58,0.6,0.52,0.51,0.11,0.46,0.61,1.0,0.42,0.45,0.51,0.12,0.0,0.51
beast-mcmc.csv,0.98,0.54,0.45,0.5,0.39,0.47,0.52,0.72,0.6,0.4,0.26,0.41,0.58,0.4,0.55,0.48,0.45
cuberok.csv,0.43,0.31,0.3,0.66,0.73,0.23,0.52,0.88,0.64,0.32,0.32,0.43,0.2,0.44,0.2,0.41,0.36
icescrum.csv,0.7,0.38,0.4,0.32,0.56,0.32,0.56,0.36,0.55,0.76,0.36,0.07,0.64,0.47,0.31,0.21,0.91
ingex.csv,0.25,0.07,0.19,0.16,0.22,0.13,0.21,0.36,0.36,0.37,0.23,0.07,0.94,0.13,0.12,0.21,0.06
jbasic.csv,0.46,0.41,0.52,0.4,0.39,0.22,0.41,0.3,0.4,0.92,0.45,0.36,0.12,0.3,0.26,0.21,0.36
jgnash.csv,0.2,0.25,0.17,0.1,0.17,0.17,0.2,0.06,0.9,0.12,0.1,0.07,0.04,0.05,0.06,0.06,0.0
jrefactory.csv,0.38,0.37,0.97,0.36,0.41,0.44,0.39,0.5,0.46,0.4,0.3,0.34,0.24,0.57,0.58,0.35,0.47
jsecurity.csv,0.4,0.47,0.39,0.96,0.33,0.45,0.33,0.47,0.44,0.16,0.29,0.42,0.63,0.52,0.65,0.45,0.19
libopenmetaverse.csv,0.58,0.58,0.43,0.56,0.57,0.98,0.52,0.48,0.6,0.58,0.57,0.67,0.61,0.54,0.54,0.35,0.59
mobicents.csv,0.52,0.51,0.58,0.55,0.5,0.48,0.98,0.47,0.43,0.57,0.47,0.54,0.57,0.51,0.42,0.17,0.46
opendvr.csv,0.48,0.39,0.54,0.49,0.44,0.23,0.55,0.51,0.4,0.48,0.53,0.56,0.24,0.27,0.42,0.88,0.5
openefm.csv,0.51,1.0,0.48,0.47,0.59,0.26,0.57,0.37,0.57,0.37,0.0,0.15,0.53,0.34,0.12,0.27,0.56
power-architect.csv,0.54,0.59,0.65,0.34,0.5,0.44,0.58,0.51,0.52,0.37,0.58,0.45,0.39,1.0,0.53,0.56,0.24
sidekar.csv,0.59,0.37,0.45,0.74,0.97,0.47,0.63,0.53,0.67,0.66,0.7,0.7,0.67,0.55,0.56,0.59,0.73
yarp0.csv,0.63,0.59,0.48,0.7,0.74,0.53,0.63,0.46,0.64,0.32,0.6,0.95,0.59,0.38,0.63,0.17,0.6
