,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,9.0,1.0,0.0,11.0,1.0,0.0,0.0,5.0,43.0,0.0,15.0,3.0,2.0,0.0,0.0,6.0,2.0
apertium.csv,5.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,51.0,1.0,0.0,1.0,0.0,0.0,1.0,74.0,1.0
beast-mcmc.csv,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,9.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0
cuberok.csv,15.0,4.0,0.0,11.0,0.0,1.0,0.0,0.0,15.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,5.0
icescrum.csv,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
ingex.csv,11.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,14.0,1.0,1.0,4.0,0.0,0.0,3.0,4.0,0.0
jbasic.csv,2.0,0.0,4.0,3.0,0.0,5.0,0.0,6.0,15.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0
jgnash.csv,2.0,1.0,1.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,1.0,3.0,1.0,50.0
jrefactory.csv,18.0,1.0,0.0,9.0,1.0,0.0,1.0,2.0,43.0,0.0,3.0,9.0,3.0,0.0,2.0,1.0,14.0
jsecurity.csv,11.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0,2.0,16.0,3.0,3.0,0.0,2.0,0.0,3.0
libopenmetaverse.csv,6.0,8.0,0.0,9.0,2.0,0.0,0.0,4.0,29.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,2.0
mobicents.csv,12.0,0.0,4.0,7.0,1.0,1.0,0.0,0.0,18.0,0.0,1.0,2.0,0.0,0.0,3.0,10.0,5.0
opendvr.csv,11.0,1.0,0.0,11.0,1.0,0.0,0.0,4.0,58.0,0.0,9.0,1.0,3.0,0.0,0.0,0.0,3.0
openefm.csv,6.0,0.0,0.0,11.0,2.0,2.0,5.0,0.0,42.0,0.0,9.0,2.0,0.0,0.0,4.0,0.0,2.0
power-architect.csv,11.0,1.0,0.0,11.0,1.0,0.0,0.0,3.0,59.0,0.0,9.0,3.0,3.0,0.0,2.0,0.0,2.0
sidekar.csv,4.0,0.0,8.0,5.0,0.0,6.0,0.0,3.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
yarp0.csv,9.0,4.0,0.0,6.0,0.0,3.0,0.0,4.0,24.0,21.0,3.0,0.0,3.0,0.0,2.0,5.0,7.0
