,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.15,0.72,0.55,0.01,0.32,0.07,0.61,0.03,0.76,0.41,0.73
emono.csv,0.24,0.62,0.54,0.03,0.18,0.11,0.54,0.06,0.6,0.38,0.76
haggle.csv,0.44,0.75,0.44,0.07,0.0,0.0,0.5,0.05,0.25,0.0,0.5
hannosset.csv,0.0,0.73,0.67,0.0,0.44,0.25,0.5,0.02,1.0,0.62,0.6
jas.csv,0.4,0.76,0.47,0.04,0.21,0.04,0.64,0.3,0.41,0.29,0.56
jgossipforum.csv,0.3,0.77,0.59,0.25,0.3,0.0,0.7,0.0,0.67,0.38,0.76
madman.csv,0.09,0.81,0.56,0.01,0.4,0.08,0.65,0.01,0.45,0.38,0.66
mediate.csv,0.32,0.79,0.63,0.04,0.25,0.05,0.73,0.11,0.67,0.48,0.8
ngl.csv,0.28,0.66,0.6,0.03,0.19,0.09,0.71,0.08,0.6,0.4,0.63
pustefix.csv,0.42,0.73,0.56,0.02,0.14,0.02,0.57,0.06,0.45,0.49,0.71
synecdoche.csv,0.28,0.69,0.57,0.01,0.15,0.13,0.4,0.02,0.76,0.69,0.66
