,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,4.0,0.0,2.0,143.0,4.0,7.0,1.0,10.0,0.0,3.0,0.0
emono.csv,4.0,0.0,2.0,143.0,16.0,13.0,0.0,10.0,0.0,2.0,0.0
haggle.csv,0.0,0.0,0.0,3.0,56.0,74.0,1.0,4.0,3.0,71.0,0.0
hannosset.csv,84.0,0.0,2.0,224.0,3.0,7.0,0.0,33.0,0.0,0.0,0.0
jas.csv,2.0,1.0,2.0,74.0,16.0,0.0,0.0,0.0,0.0,2.0,2.0
jgossipforum.csv,0.0,1.0,1.0,2.0,5.0,74.0,0.0,124.0,2.0,2.0,1.0
madman.csv,7.0,0.0,0.0,86.0,2.0,1.0,0.0,49.0,1.0,0.0,0.0
mediate.csv,7.0,0.0,3.0,93.0,4.0,5.0,0.0,30.0,1.0,1.0,0.0
ngl.csv,2.0,0.0,3.0,74.0,13.0,12.0,1.0,31.0,1.0,2.0,0.0
pustefix.csv,5.0,0.0,0.0,46.0,23.0,13.0,1.0,2.0,2.0,2.0,0.0
synecdoche.csv,1.0,1.0,0.0,89.0,22.0,12.0,0.0,28.0,3.0,0.0,0.0
