,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.42,0.06,0.23,0.21,0.36,0.02,0.06,0.34,0.0,0.12,0.12,0.48,0.09,0.31,1.0,0.51,0.0,0.57,0.06,0.17
alleg.csv,0.46,0.47,0.4,0.47,0.64,0.0,0.36,0.46,0.37,0.49,0.46,0.31,0.62,0.72,0.55,0.59,0.56,0.3,0.5,0.12
biodwh.csv,0.22,0.43,0.4,0.11,0.0,0.0,0.08,0.1,0.05,0.07,0.03,0.42,0.51,0.03,0.66,0.0,0.0,0.57,0.03,0.12
factor.csv,0.0,0.01,0.0,0.0,0.08,0.0,0.01,0.29,0.0,0.0,0.01,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.05
iaml.csv,0.2,0.41,0.23,0.67,0.41,0.95,0.01,0.45,0.19,0.49,0.24,0.32,0.34,0.06,0.1,0.52,0.78,0.48,0.92,0.73
icescrum.csv,0.05,0.06,0.0,0.12,0.1,0.64,0.25,0.15,0.17,0.07,0.09,0.17,0.08,0.0,0.1,0.41,0.44,0.09,0.7,0.02
jbasic.csv,0.21,0.21,0.21,0.02,0.49,0.29,0.35,0.19,0.29,0.37,0.24,0.28,0.16,0.19,0.24,0.34,0.33,0.3,0.5,0.07
jcache.csv,0.31,0.41,0.34,0.42,0.41,0.75,0.58,0.1,0.34,0.49,0.26,0.35,0.18,0.47,0.66,0.39,0.56,0.26,0.45,0.0
ktc.csv,0.01,0.11,0.3,0.18,0.26,0.47,0.43,0.15,0.27,0.28,0.17,0.28,0.24,0.34,0.79,0.45,0.22,0.39,0.22,0.07
moast.csv,1.0,1.0,1.0,1.0,0.97,1.0,0.98,0.82,1.0,1.0,1.0,1.0,1.0,0.84,0.0,1.0,1.0,0.65,1.0,0.32
natpad.csv,0.19,0.31,0.47,0.11,0.64,0.38,0.26,0.34,0.3,0.44,0.21,0.18,0.36,0.44,0.62,0.41,0.56,0.13,0.0,0.07
nebuladevice.csv,0.04,0.04,0.02,0.06,0.05,0.05,0.19,0.0,0.1,0.07,0.05,0.01,0.05,0.06,0.24,0.18,0.0,0.13,0.09,0.02
nosleepsoftware.csv,0.15,0.14,0.0,0.18,0.03,0.11,0.34,0.03,0.14,0.05,0.14,0.27,0.29,0.09,0.69,0.31,0.11,0.04,0.17,0.02
pixel-commandos.csv,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0
riff-evolve.csv,0.84,0.8,0.79,0.24,0.33,0.73,0.6,0.0,0.77,0.67,0.71,0.92,0.69,0.66,0.59,0.49,0.56,0.43,0.73,0.1
rosegarden.csv,0.08,0.0,0.3,0.09,0.31,0.58,0.17,0.09,0.36,0.4,0.18,0.15,0.19,0.28,0.48,0.52,0.56,0.35,0.39,0.71
smarttag.csv,0.15,0.09,0.13,0.05,0.0,0.0,0.06,0.03,0.16,0.14,0.07,0.08,0.12,0.12,0.14,0.07,0.0,0.09,0.0,0.07
wxcode.csv,0.05,0.02,0.04,0.02,0.05,0.0,0.1,0.06,0.0,0.0,0.0,0.11,0.02,0.0,0.79,0.11,0.0,0.39,0.0,0.07
xined.csv,0.12,0.24,0.06,0.52,0.72,0.93,0.53,0.61,0.15,0.0,0.09,0.18,0.13,0.5,1.0,0.61,0.67,0.7,0.56,0.73
zemljanka.csv,0.91,0.95,1.0,0.98,1.0,0.85,1.0,0.98,0.99,1.0,0.93,1.0,0.97,0.88,0.93,0.92,0.0,0.96,1.0,1.0
