,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.65,0.28,0.29,0.25,0.46,0.04,0.1,0.45,0.94,0.35,0.86,0.58,0.55,0.41,0.0,0.43,0.02,0.76,0.15,0.6
alleg.csv,0.56,0.46,0.34,0.69,0.59,0.98,0.38,0.5,0.36,0.65,0.16,0.56,0.27,0.38,0.45,0.42,0.33,0.64,0.63,0.3
biodwh.csv,0.63,0.69,0.52,0.2,0.0,0.0,0.23,0.24,0.24,0.12,0.62,0.36,0.68,0.13,0.35,1.0,0.02,0.76,0.02,0.37
factor.csv,0.0,0.02,0.0,0.1,0.0,0.0,0.05,0.24,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.07
iaml.csv,0.5,0.69,0.14,0.6,0.24,0.21,0.97,0.52,0.34,0.5,0.33,0.5,0.73,0.37,0.36,0.67,0.49,0.23,0.3,0.41
icescrum.csv,0.12,0.07,0.0,0.33,0.17,0.63,0.27,0.31,0.34,0.12,0.17,0.0,0.55,0.91,0.07,0.52,0.63,0.06,0.6,0.15
jbasic.csv,0.51,0.59,0.0,0.98,0.71,0.46,0.52,0.56,0.62,0.76,0.17,0.09,0.77,0.13,0.85,0.37,0.66,0.54,0.63,0.43
jcache.csv,0.64,0.72,0.22,0.68,0.57,0.57,0.46,0.36,0.55,0.65,0.72,0.67,0.76,0.53,0.22,0.52,0.51,0.65,0.63,1.0
ktc.csv,0.97,0.55,0.58,0.34,0.17,0.38,0.4,0.29,0.6,0.53,0.61,0.44,0.54,0.72,0.52,0.57,0.32,0.35,0.44,0.3
moast.csv,0.0,0.0,0.0,0.0,0.13,0.0,0.09,0.51,0.0,0.0,0.0,0.0,0.0,0.47,0.99,0.0,0.0,0.06,0.0,0.87
natpad.csv,0.55,0.5,0.28,0.28,0.67,0.59,0.21,0.57,0.59,0.67,0.85,0.45,0.52,0.4,0.59,0.58,0.4,0.56,0.98,0.37
nebuladevice.csv,0.23,0.26,0.29,0.2,0.0,0.18,0.13,0.05,0.24,0.12,0.48,0.89,0.55,0.37,0.04,0.29,0.22,0.26,0.3,0.11
nosleepsoftware.csv,0.46,0.53,0.9,0.37,0.0,0.32,0.24,0.24,0.24,0.24,0.86,0.62,0.53,0.25,0.07,0.37,0.37,0.28,0.55,0.28
pixel-commandos.csv,0.04,0.05,0.0,0.0,0.09,0.0,0.01,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.06,0.0
riff-evolve.csv,0.46,0.51,0.54,0.47,0.59,0.55,0.52,0.99,0.51,0.52,0.67,0.29,0.69,0.67,0.67,0.69,0.56,0.43,0.6,0.63
rosegarden.csv,0.6,0.94,0.58,0.35,0.4,0.54,0.4,0.48,0.55,0.68,0.85,0.31,0.54,0.65,0.11,0.56,0.52,0.42,0.54,0.34
smarttag.csv,0.17,0.2,0.0,0.04,0.94,0.02,0.15,0.05,0.16,0.24,0.0,0.09,0.0,0.13,0.14,0.1,0.04,0.28,0.0,0.04
wxcode.csv,0.42,0.13,0.36,0.12,0.0,0.04,0.12,0.11,0.0,0.0,1.0,0.16,0.0,0.06,0.05,0.2,0.05,0.87,0.06,0.15
xined.csv,0.27,0.44,0.07,0.55,0.58,0.27,0.56,0.47,0.31,1.0,0.34,0.24,0.55,0.52,0.0,0.53,0.61,0.68,0.71,0.29
zemljanka.csv,0.33,0.21,0.0,0.09,0.0,0.44,0.0,0.09,0.05,0.0,0.27,0.0,0.13,0.35,0.27,0.28,1.0,0.17,0.0,0.0
