,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,142.0,190.0,287.0,0.0,63.0,0.0,306.0,65.0,0.0,395.0
fityk.csv,27.0,2.0,3.0,0.0,7.0,31.0,4.0,0.0,23.0,6.0
freenet.csv,11.0,1.0,0.0,0.0,3.0,22.0,6.0,0.0,27.0,6.0
geogebra.csv,3.0,0.0,5.0,0.0,2.0,106.0,5.0,2.0,8.0,0.0
hibernate.csv,10.0,9.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0
itext.csv,11.0,1.0,0.0,3.0,0.0,106.0,3.0,3.0,3.0,2.0
k3b.csv,11.0,6.0,0.0,0.0,4.0,13.0,4.0,3.0,19.0,18.0
lamp.csv,0.0,0.0,1.0,0.0,0.0,106.0,2.0,0.0,2.0,3.0
megameknet.csv,3.0,1.0,1.0,0.0,8.0,16.0,0.0,0.0,30.0,7.0
thout.csv,13.0,0.0,2.0,0.0,10.0,19.0,4.0,0.0,11.0,9.0
