,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.61,0.35,0.3,0.98,0.71,0.08,0.15,0.65,0.5
ffigo.csv,0.68,0.21,0.26,0.61,0.7,0.03,0.05,0.98,0.71
ildjit.csv,0.13,0.97,0.1,0.04,0.12,0.22,0.0,0.0,0.15
jfreereport.csv,0.32,0.35,0.97,0.57,0.35,0.0,0.18,0.32,0.47
pcsx2.csv,0.45,0.46,0.28,0.65,0.99,0.17,0.0,0.73,0.67
psycle.csv,0.99,0.36,0.27,0.63,0.73,0.05,0.19,0.7,0.75
wikipediardware.csv,0.7,0.29,0.25,0.68,0.76,0.08,0.18,0.68,0.99
wxjs.csv,0.01,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0
xqilla.csv,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
