,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.51,0.55,0.73,0.98,0.64,1.0,0.25,0.58,0.34
ffigo.csv,0.6,0.34,0.84,0.55,0.7,0.33,0.12,0.97,0.66
ildjit.csv,0.07,0.97,0.07,0.02,0.07,0.33,0.0,0.0,0.08
jfreereport.csv,0.21,0.76,0.93,0.61,0.25,0.0,0.25,0.21,0.37
pcsx2.csv,0.32,0.72,0.42,0.71,0.99,0.67,0.0,0.67,0.66
psycle.csv,0.99,0.72,0.87,0.63,0.84,1.0,1.0,0.7,0.68
wikipediardware.csv,0.62,0.52,0.9,0.75,0.82,1.0,0.88,0.66,1.0
wxjs.csv,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
xqilla.csv,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
