,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.54,0.54,0.68,0.98,0.65,0.78,0.29,0.59,0.39
ffigo.csv,0.61,0.35,0.61,0.56,0.62,0.34,0.14,0.97,0.62
ildjit.csv,0.09,0.97,0.09,0.02,0.09,0.38,0.0,0.0,0.1
jfreereport.csv,0.25,0.53,0.94,0.47,0.29,0.0,0.29,0.25,0.38
pcsx2.csv,0.36,0.68,0.46,0.59,0.99,0.7,0.0,0.68,0.38
psycle.csv,0.99,0.58,0.64,0.59,0.4,0.17,0.59,0.65,0.67
wikipediardware.csv,0.64,0.48,0.54,0.61,0.67,0.75,0.63,0.62,0.99
wxjs.csv,0.01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
xqilla.csv,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
