,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,pcsx2.csv,xqilla.csv,wxjs.csv,ffigo.csv,wikipediardware.csv
enlightenment.csv,0.53,0.48,0.46,0.54,0.4,0.36,0.79,0.47,0.64
ffigo.csv,0.51,0.49,0.41,0.55,0.41,0.49,0.69,0.45,0.44
ildjit.csv,0.93,0.93,0.99,0.94,0.93,0.83,0.67,0.0,0.67
jfreereport.csv,0.96,0.52,0.99,0.64,0.99,0.67,0.93,0.92,0.73
pcsx2.csv,0.72,0.6,0.58,0.52,0.48,0.85,0.9,0.49,0.54
psycle.csv,0.5,0.4,0.44,0.41,0.42,0.39,0.38,0.37,0.42
wikipediardware.csv,0.47,0.39,0.42,0.43,0.41,0.43,0.34,0.4,0.46
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0
xqilla.csv,0.5,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0
