,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,0.96,0.46,0.98,0.0,0.94,0.75,0.68,0.67
bibedt.csv,0.78,0.46,0.52,0.75,0.42,0.43,0.66,0.45
customwars.csv,0.38,0.31,0.44,0.33,0.51,0.45,0.51,0.27
impala.csv,0.91,0.76,0.72,0.46,0.83,0.8,0.82,0.89
massiv.csv,0.0,0.0,0.95,0.0,0.88,0.0,0.9,0.86
playerstage.csv,0.49,0.49,0.67,0.83,0.38,0.56,0.52,0.41
quarkplusplus.csv,0.47,0.65,0.67,0.4,0.5,0.52,0.48,0.38
xinity.csv,0.75,0.5,0.67,0.8,0.95,0.65,0.52,0.39
