,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.91,0.41,0.37,0.72,0.91,0.85,0.44,0.68,0.56,0.38,0.75,0.52
gwanted.csv,0.48,0.39,0.57,0.7,0.93,0.39,0.64,0.63,0.89,0.0,0.39,0.0
ivatamasks.csv,0.35,0.39,0.32,0.37,0.36,0.39,0.35,0.4,0.35,0.4,0.38,0.34
java-gnome.csv,0.42,0.97,0.53,0.65,0.4,0.8,0.75,0.46,0.43,0.7,0.66,0.44
orc.csv,0.67,0.41,0.66,0.68,0.89,0.43,0.56,0.76,0.8,0.0,0.94,0.68
plato.csv,0.34,0.39,0.31,0.47,0.46,0.51,0.42,0.6,0.93,0.4,0.4,0.41
rodin-b-sharp.csv,0.9,0.68,0.95,0.96,0.92,0.56,0.68,0.64,0.38,0.0,0.94,0.55
tycho.csv,0.84,0.49,0.97,0.67,0.71,0.91,0.68,0.84,0.81,0.52,0.52,0.93
umber.csv,0.52,0.38,0.29,0.42,0.48,0.43,0.39,0.44,0.38,0.55,0.39,0.35
unicase.csv,0.48,0.4,0.3,0.44,0.63,0.44,0.44,0.53,0.37,0.61,0.42,0.43
vienna-add-in.csv,0.59,0.58,0.39,0.53,0.62,0.71,0.67,0.5,0.94,0.54,0.72,0.66
wpdev.csv,0.34,0.39,0.29,0.43,0.42,0.42,0.38,0.42,0.38,0.4,0.39,0.39
